id,prompt,source,task,language
3484,Manorata mailaka fanaraha-maso ho an&#39;ny mpanjifa mety ho naneho fahalianana amin&#39;ny vokatrao. Ampahatsiahivo azy ireo ny tombontsoa ary manolora hamaly izay fanontaniana rehetra.,polywrite,monolingual,malagasy
3485,Misy varavarana mistery miseho ao anaty ala mankany amin&#39;ny fanjakana fae. Inona no hitan&#39;ireo mpandeha voalohany tany ampita?,polywrite,monolingual,malagasy
3486,Alaivo sary an-tsaina ny zavaboary mihira hira fampatoriana amin&#39;ny tany alohan&#39;ny hilatsahan&#39;ny alina. Inona no teny sy sary hampiasainy?,polywrite,monolingual,malagasy
3487,Alao sary an-tsaina hoe mipetraka ao amin&#39;ny trano iray afaka manadio tena nefa mamorona &#39;hevitra&#39; momba ny tokony ho endriky ny fahadiovana. Inona no olana mitranga?,polywrite,monolingual,malagasy
3488,"Farito ny tontolo misy sivilizasiona miaina amin&#39;ireo nosy mitsingevana eny amin&#39;ny lanitra, ary ny loharanon-karena dia entina amin&#39;ny alalan&#39;ny tambajotra misy balaonina goavam-be.",polywrite,monolingual,malagasy
3489,"Misy fampiharana vaovao milaza fa manahaka ny &#39;andro fiasana tonga lafatra&#39; mifototra amin&#39;ny fahazarana sy ny safidiny. Manorata momba ny olona iray izay nanandrana izany, vao hita fa mahery lavitra noho ny nampoiziny.",polywrite,monolingual,malagasy
3490,Manorata mailaka amin&#39;ny namana akaiky na olona ao amin&#39;ny fianakaviana mizara vaovao mampientanentana. Lazao azy ireo ny antsipiriany sy ny fihetseham-ponao momba izany.,polywrite,monolingual,malagasy
3491,Manorata momba ny trano iray ahafahan&#39;ny fitaovana rehetra miresaka. Samy manana ny toetrany izy ireo ary manome torohevitra (na fitarainana) rehefa manao ny raharahanao isan&#39;andro ianao.,polywrite,monolingual,malagasy
3492,"Any amin’ny fiainana any an-koatra, ny fanahy dia tsaraina araka ny fahatsiarovana ny hatsaram-panahy navelany. Tsapan&#39;ny olona iray fa lany vola izy ireo.",polywrite,monolingual,malagasy
3493,Manorata mailaka amin&#39;ny profesora iray manontany momba ny mety hisian&#39;ny fikarohana. Asongadino ny zavatra mahaliana anao ary hazavao ny antony tianao hiarahana amin&#39;izy ireo.,polywrite,monolingual,malagasy
3494,"Mamorona mailaka ho an&#39;ny mpiara-mianatra aminao mandrindra tetikasa vondrona. Manendre asa, mametra ny fe-potoana, ary manoro hevitra ny fotoam-pivoriana mba hiresaka momba ny fandrosoana.",polywrite,monolingual,malagasy
3495,"Mamorona saribakoly mitovitovy amin&#39;ny fiainana ny mpanao saribakoly, saingy taorian&#39;ny fanjavonany mistery dia nanomboka nanao toy ny hoe velona ireo saribakoly, samy manana fikasana ratsy.",polywrite,monolingual,malagasy
3496,"Any amin&#39;ny firenena maro, ny salan&#39;isan&#39;ny lanjan&#39;ny olona dia mitombo, fa ny fahasalamana sy ny fahasalamana kosa dia mihena. Inona avy ireo antony sy mety ho vahaolana amin’izany olana izany?",polywrite,monolingual,malagasy
3497,"Lazalazao ny tantaran&#39;ny vondrona mpanohitra nandritra ny fitondrana mampahory teo amin&#39;ny tantara, sy ny olana ara-moraly atrehan&#39;izy ireo mba ho tafavoaka velona.",polywrite,monolingual,malagasy
3498,"Misy mihevitra fa misy fiantraikany tsara eo amin&#39;ny fiaraha-monina ny media sosialy, fa ny hafa kosa mihevitra fa misy fiantraikany ratsy izany. Resaho ny hevitra roa ary omeo ny hevitrao.",polywrite,monolingual,malagasy
3499,Vao nanomboka asa vaovao ianao ary te hampahafantatra ny tenanao amin&#39;ireo mpikambana ao amin&#39;ny ekipanao. Manorata mailaka ofisialy mampahafantatra ny tenanao ary maneho ny fientanentananao amin&#39;ny fiaraha-miasa.,polywrite,monolingual,malagasy
3500,Manorata momba ny mpanampy manokana AI izay manomboka mandika asa amin&#39;ny fomba famoronana ary manao hetsika izay sady manampy no tsy azo vinaniana.,polywrite,monolingual,malagasy
3501,Manorata fifanakalozan-kevitra eo amin&#39;ny mpitsikilo iray sy ny atidohan-jiolahy iray izay mpinamana mangingina tamin&#39;ny fahazazana.,polywrite,monolingual,malagasy
3502,"Asa miantsena mifono mistery no ampanaovina anao, fa ny fivarotana halefa anao dia tsy misy afa-tsy ny mahazatra — ny tsirairay dia manana tsiambaratelo tsy maintsy avoaka.",polywrite,monolingual,malagasy
3503,"Mamorona mailaka ho an&#39;ny mpanjifa manan-danja iray misaotra azy ireo noho ny fanohizana ny orinasany, ary ampahafantaro azy ireo momba ny fampiroboroboana na tolotra manokana.",polywrite,monolingual,malagasy
3504,Alaivo sary an-tsaina ny tanàna iray mivelatra ambanin&#39;ny tany ampiasain&#39;ny zavamaniry bioluminescent. Inona no zava-tsarotra atrehin’ny mponina ao?,polywrite,monolingual,malagasy
3505,"Any amin’ny faritra maro maneran-tany, dia nihena be ny isan’ny olona mamaky boky. Inona no anton’izany fitotonganana izany, ary inona no vokany eo amin’ny fiaraha-monina?",polywrite,monolingual,malagasy
3506,Mamorona lahatsoratra diary avy amin&#39;ny mpikaroka ara-tantara malaza izay tafintohina amin&#39;ny tany tsy misy amin&#39;ny sarintany.,polywrite,monolingual,malagasy
3507,"Mamorona mailaka manamarina ny mpanjifa vaovao amin&#39;ny gazetin&#39;ny orinasanao. Misaotra azy ireo tamin&#39;ny famandrihana, lazao azy ireo izay andrasana, ary ampidiro antso ho amin&#39;ny hetsika.",polywrite,monolingual,malagasy
3508,"Manorata mailaka hanarahana ny dinidinika momba ny asa nataonao roa herinandro lasa izay. Asehoy ny fahaliananao mitohy amin&#39;ilay toerana, misaotra ny mpanadinadina tamin&#39;ny fotoanany, ary mangataha fanavaozam-baovao.",polywrite,monolingual,malagasy
3509,Lazalazao ny zava-niainan&#39;ny mpanao dia lavitra iray izay tafahitsoka tsy nahy tao amin&#39;ny tontolo mifanitsy izay nisy fisehoan-javatra ara-tantara niova tanteraka.,polywrite,monolingual,malagasy
3510,"Manorata fifanakalozan-dresaka eo amin&#39;ny tandapa roa miray tsikombakomba amin&#39;ny fanonganana mpanjaka malala, saingy miaraka amin&#39;ny fanodikodinana fa manana fandaharam-potoana miafina ny iray amin&#39;izy ireo.",polywrite,monolingual,malagasy
3511,Alaivo sary an-tsaina ny tontolon&#39;ny fihetseham-po feno tavoahangy sy amidy. Ahoana no hanovan&#39;izany ny fifandraisan&#39;ny olombelona sy ny fiaraha-monina?,polywrite,monolingual,malagasy
3512,"Any amin&#39;ny faritra an-tanàn-dehibe maro dia mitombo ny tsy manan-kialofana. Inona no anton’izany fitomboana izany, ary inona no azo atao mba hampihenana ny olana?",polywrite,monolingual,malagasy
3513,"Mamorona mailaka tsy ara-potoana manasa namana ho any amin&#39;ny fety ampiantranoanao. Ampidiro ny antsipiriany momba ny daty, ora, toerana, ary izay hetsika manokana.",polywrite,monolingual,malagasy
3514,Nahatsikaritra fiampangana diso tamin&#39;ny faktiora isam-bolanao ianao. Manorata mailaka any amin&#39;ny departemantan&#39;ny faktiora manazava ny olana ary mangataha fanitsiana.,polywrite,monolingual,malagasy
3515,"Misy olon-tsy fantatra misaron-tava tsy mitsahatra miseho eny amin’ny toerana fanaovana heloka bevava isan-karazany saingy toa tsy misy ifandraisany amin’ilay heloka mihitsy. Iza moa izy ireo, ary inona no fantany?",polywrite,monolingual,malagasy
3516,"Ao amin&#39;ny tontolo iray izay azo fehezina amin&#39;ny fanarahana ireo fomba fanao manokana, dia lazao ny fiomanan&#39;ny olona iray amin&#39;ny nofinofiny tonga lafatra.",polywrite,monolingual,malagasy
3517,Manorata tononkalo iray izay ahitana ny fizaran-taona tsirairay ary mandray anjara amin&#39;ny resaka momba ny tsingerin&#39;ny fiainana izy ireo.,polywrite,monolingual,malagasy
3518,Mitarika amin&#39;ny fahaverezan&#39;ny maha-kolontsaina azy ny fanatontoloana. Hatraiza ianao no manaiky na tsy manaiky? Inona no fepetra azo raisina hitandrovana ny kolontsaina eo an-toerana?,polywrite,monolingual,malagasy
3519,"Ao amin&#39;ny tontolo iray izay azo angalarina ny fahatsiarovana, dia lazao ny fiainan&#39;ny mpangalatra fahatsiarovana izay manomboka manadino ny maha-izy azy manokana.",polywrite,monolingual,malagasy
3520,Mamorona andiana haikus izay samy maneho fahatsiarovana sombintsombiny momba ny fitiavana adino.,polywrite,monolingual,malagasy
3521,"Ao amin&#39;ny tany efitra feno tafio-drivotra mampidi-doza sy zavaboary miafina, mifaninana amin&#39;ny hazakazaka isan-taona ireo mpitsangatsangana mba hahazoana loka tsy fahita firy.",polywrite,monolingual,malagasy
3522,Farito ny andro iray eto an-tany izay nivadika tampoka ny herin&#39;ny sinton&#39;ny tany nandritra ny ora vitsivitsy. Ahoana no fihetsiky ny olona sy ny biby?,polywrite,monolingual,malagasy
3523,"Manorata momba ny olona iray manao fifanarahana amin&#39;ny zavamananaina iray mba hifikitra amin&#39;ny tanjony ara-pahasalamana. Isan&#39;andro dia mandingana asa iray izy ireo, miatrika vokatra hafahafa nefa tsy mety.",polywrite,monolingual,malagasy
3524,"Ao amin&#39;ny biraon&#39;ny majika, ny mpiasa dia mampiasa potion mba hanamafisana ny vokatra azony amin&#39;ny asa samihafa. Inona no mitranga rehefa misy olona maka ody ratsy ho an&#39;ny asa ratsy?",polywrite,monolingual,malagasy
3525,Manorata mailaka amin&#39;ny mpampianatra anao mangataka fanitarana ho an&#39;ny andraikitra. Hazavao ny toe-javatra misy anao ary omeo fandaharam-potoana mety amin&#39;ny fotoana ahafahanao mamita ny asa.,polywrite,monolingual,malagasy
3526,"Any amin&#39;ny tanàn-dehibe maro, olana lehibe ny fandotoana ny rivotra sy ny rano. Inona no mahatonga ireo olana ireo, ary inona no fepetra azo raisina hanatsarana ny toe-javatra?",polywrite,monolingual,malagasy
3527,Manorata momba ny andro iray eo amin&#39;ny fiainan&#39;ny olona hyper-organized izay manomana ny isa-minitra amin&#39;ny androny. Inona no mitranga rehefa manomboka miala amin&#39;ny fandaharam-potoana ny zavatra?,polywrite,monolingual,malagasy
3528,Manorata mailaka mangatsiaka ho an&#39;ny mpanjifa mety hampiditra ny orinasanao sy manolotra ny serivisinao. Asongadino ny tanjakao fototra ary hazavao ny fomba ahafahanao manampy ny orinasany.,polywrite,monolingual,malagasy
3529,"Mamorona mailaka ara-barotra manambara ny fandefasana vokatra vaovao. Ampidiro ny antsipiriany momba ny endri-javatra, ny tombony, ary ny fampiroboroboana manokana na fihenam-bidy manokana.",polywrite,monolingual,malagasy
3530,Mamorona mailaka ho an&#39;ny mpampiasa taloha mangataka ny hampiasa azy ireo ho fanondroana fangatahana asa vaovao. Mangataha alalana amin&#39;izy ireo ary misaotra azy ireo amin&#39;ny fanohanana azy ireo.,polywrite,monolingual,malagasy
3531,Manorata momba ny mpanao gazety mitantara zava-nitranga manan-tantara lehibe iray izay nanova tsy nahy ny vokany tamin&#39;ny tatitra tokana.,polywrite,monolingual,malagasy
3532,"Ao amin&#39;ny tontolon&#39;ny teknolojia avo lenta izay amboarina ara-tsiansa ny fialan-tsasatra, farito ny fomba fanaon&#39;ny olona iray mifofofofo amin&#39;ny alina amin&#39;ny fampiasana fitaovana sy fomba futuristika.",polywrite,monolingual,malagasy
3533,Manorata tononkalo iray izay mirakitra ny gadona sy ny feon&#39;ny tanàna mitabataba toy ny symphony.,polywrite,monolingual,malagasy
3534,"Ny fiantsenana an-tserasera dia nanjary nalaza tato anatin&#39;ny taona vitsivitsy. Inona no anton&#39;izany fironana izany, ary inona no fiantraikan&#39;izany eo amin&#39;ny orinasa eo an-toerana?",polywrite,monolingual,malagasy
3535,Manorata mailaka misaotra olona iray ao amin&#39;ny fianakaviana na namana noho ny fanomezana nomeny anao. Hazavao tsara ny antony ankasitrahanao ilay fanomezana sy ny fomba kasainao hampiasaina.,polywrite,monolingual,malagasy
3536,"Manomboka mahatsapa ny nofinofiny amin&#39;ny tena fiainana ny olona iray. Isaky ny mifoha izy ireo, dia misy ampahany hafa amin&#39;ny tontolo nofy ratsy manaraka azy ireo amin&#39;ny zava-misy.",polywrite,monolingual,malagasy
3537,"Lasa olana goavana any amin&#39;ny firenena maro ny matavy loatra. Inona avy ireo antony mahatonga an’io olana io, ary inona no fepetra azo raisina hamahana izany?",polywrite,monolingual,malagasy
3538,"Manoritsoritra rafitra iray izay avadika ho kilalao kely ny asa rehetra ao an-tokantrano, miaraka amin&#39;ny ambaratonga, valisoa ary fanamby tsy ampoizina.",polywrite,monolingual,malagasy
3539,"Manorata momba ny tanàna iray izay, tsirairay avy, dia manjavona tsy misy soritra ny olona. Ireo izay tavela dia tsy manana fahatsiarovana ny tsy hita.",polywrite,monolingual,malagasy
3540,"Nitondra tombotsoa maro ny fanatontoloana, saingy misy fiantraikany ratsy eo amin&#39;ny lafiny sasany amin&#39;ny fiaraha-monina. Inona no anton’ny fanatontoloana, ary inona no fiantraikan’izany teo amin’izao tontolo izao?",polywrite,monolingual,malagasy
3541,"Nisy vondrona mpikaroka namolavola teknolojia hitsambikina eo anelanelan&#39;ny refy, saingy ny refy tsirairay dia mampidi-doza kokoa noho ny farany. Inona no mahatonga azy ireo handeha?",polywrite,monolingual,malagasy
3542,Nisy andiana piraty an-danitra mivezivezy amin&#39;ny sambo fiaramanidina mamakivaky ireo nosy mitsingevana sy tanàn-dehibe any an-danitra mba hitady harena angano miafina ao anaty rahona.,polywrite,monolingual,malagasy
3543,"Ny sasany mino fa ny fianarana an-tserasera dia mahomby kokoa noho ny fianarana nentim-paharazana, ny hafa kosa milaza fa mbola zava-dehibe ny fianarana an-dakilasy. Resaho ny hevitra roa ary omeo ny hevitrao.",polywrite,monolingual,malagasy
3544,"Manorata momba ny olona iray manao fisaintsainana amin&#39;ny toerana tsy mahazatra indrindra (ohatra, eny an-tampon-kavoana, ambanin&#39;ny ranomasina, any anaty ala mikitroka) mba hampifantoka ny tenany aorian&#39;ny andro lava.",polywrite,monolingual,malagasy
3545,Manorata momba ny olona iray izay nanao sonia fifanarahana tamin&#39;ny mpamosavy mahery ary tsy maintsy manatanteraka asa saika tsy ho vita.,polywrite,monolingual,malagasy
3546,Mamorona tantara iray momba ny olona iray miezaka miala amin&#39;ny fahazaran-dratsy mahazatra (toy ny fanemorana na ny misakafo be loatra) amin&#39;ny fampiasana fomba tsy mahazatra na mahagaga.,polywrite,monolingual,malagasy
3547,Manorata tantara momba ny andiana mahery fo efa misotro ronono izay nivoaka tamin&#39;ny fisotroan-dronono ho an&#39;ny iraka farany.,polywrite,monolingual,malagasy
3548,Manorata momba ny resadresaka tsy mahazatra nefa fohy mitranga amin&#39;ny fitateram-bahoaka eo amin&#39;ireo mpandeha izay avy amin&#39;ny lafim-piainana samihafa.,polywrite,monolingual,malagasy
3549,"Any amin&#39;ny firenena sasany, miova ny andraikitry ny lahy sy ny vavy, fa any amin&#39;ny hafa kosa dia mitohy ny andraikitry ny nentim-paharazana. Ekenao ve fa miova ny andraikitry ny lahy sy ny vavy? Inona no fiantraikan’izany eo amin’ny fiaraha-monina?",polywrite,monolingual,malagasy
3550,Mila mandamina fivoriana miaraka amin&#39;ny mpiara-miasa iray ianao mba hiresaka momba ny fandrosoan&#39;ny tetikasa iray. Manorata mailaka mihaja mangataka fotoana mety amin&#39;ny fivoriana ary manomeza drafitra fohy.,polywrite,monolingual,malagasy
3551,"Fanjakana noheverina ho very teo amin’ny tantara no hita indray, saingy tsy nihantitra ny vahoakany nandritra ny taonjato maro. Inona no nanjo azy ireo?",polywrite,monolingual,malagasy
3552,"Efa lany tamingana hatry ny ela ny dragona, saingy nisy iray nateraka indray tao amin’ny vatan’olombelona. Inona no fiantraikan’izany eo amin’ny tontolon’ny ody?",polywrite,monolingual,malagasy
3553,Betsaka ny olona mifindra avy any ambanivohitra mankany amin&#39;ny tanàna. Ifanakalozy hevitra ny tombony sy ny fatiantoka amin&#39;ity fironana ity.,polywrite,monolingual,malagasy
3554,Ny sasany mino fa sarotra kokoa ny manatratra ny fifandanjana eo amin&#39;ny asa sy ny fiainana ankehitriny noho ny taloha. Hatraiza no manaiky na tsy manaiky an&#39;io fanambarana io ianao?,polywrite,monolingual,malagasy
3555,"Alaivo sary an-tsaina ny fivarotana entam-barotra futuristika izay ahafahan&#39;ny robot entin&#39;ny AI manampy ny mpividy, saingy manana ny sainy manokana izy ireo. Inona no fiantraikan&#39;izany eo amin&#39;ny traikefa miantsena?",polywrite,monolingual,malagasy
3556,"Isaky ny mandeha fiara fitateram-bahoaka mankany am-piasana ianao, dia miaina dikan-teny hafa amin&#39;ny dia iray ihany amin&#39;ny tontolo mifanitsy. Inona no lamina na fiovana manomboka hitanao?",polywrite,monolingual,malagasy
3557,"Misy mihevitra fa ny olana ara-tontolo iainana dia tokony hovahana maneran-tany, ny hafa kosa mihevitra fa tokony hovahana eo an-toerana izany. Resaho ny hevitra roa ary omeo ny hevitrao.",polywrite,monolingual,malagasy
3558,"Mifoha tsy misy fitadidiana ny 48 ora farany ny mpitsikilo iray, ka hitany fa izy ireo no tena voarohirohy ho nanao heloka be vava. Ahoana no hanaporofoan’izy ireo ny tsy fananan-tsiny?",polywrite,monolingual,malagasy
3559,"Mamorona mailaka amin&#39;ny mpitantana anao miala tsiny noho ny tsy fahampian&#39;ny fe-potoana farany amin&#39;ny tetikasa. Hazavao ny anton&#39;ny fahatarana, ary soraty ny dingana ataonao mba tsy hiverenan&#39;izany intsony.",polywrite,monolingual,malagasy
3560,"Misy fiantraikany lehibe amin&#39;ny planetantsika ny fiovaovan&#39;ny toetr&#39;andro. Inona araka ny hevitrao no tena mahatonga ny fiovaovan&#39;ny toetr&#39;andro, ary inona no mety ho fiantraikan&#39;izany eo amin&#39;ny tontolo iainana?",polywrite,monolingual,malagasy
3561,"Mamorona fomba fanao isan&#39;andro amin&#39;ny fanadiovana ao amin&#39;ny tontolo iray izay mitondra sakana mahagaga isan&#39;andro, toy ny vovoka ody na fitaovana fanadiovana maloto.",polywrite,monolingual,malagasy
3562,"Ao amin&#39;ny hoavy lavitra, ny habakabaka dia feno potipoti-javatra avy amin&#39;ny sivilizasiona fitsangatsanganana an-habakabaka efa hadino hatry ny ela. Lazalazao ny fiainan&#39;ny mpamboly iray ao anatin&#39;ireo sisan-javatra ireo.",polywrite,monolingual,malagasy
3563,"Omena lisitra fivarotana misy entana toa tsy misy ianao. Rehefa mikaroka ianao, dia hitanao fa ny singa tsirairay dia famantarana mitondra zavatra lehibe kokoa.",polywrite,monolingual,malagasy
3564,Manorata fifanakalozan-kevitra eo amin&#39;ny olona velona sy ny matoatoa izay manome torohevitra momba ny fiainana tsy ampoizina.,polywrite,monolingual,malagasy
3565,"Manaova resadresaka eo amin&#39;ny AI sy ny mpamorona azy, izay anontaniany ny AI ny anton&#39;ny fisiany.",polywrite,monolingual,malagasy
3566,Lazao ny toetra iray izay tsy afaka ny ho faty fa mahatsapa ny fanaintainana rehetra vokatry ny ratra nahazo azy. Ahoana no iatrehan’izy ireo izany fisiana izany?,polywrite,monolingual,malagasy
3567,"Manorata mailaka amin&#39;ny mpivarotra iray izay nandefa vokatra diso na simba. Hazavao amim-pahalalam-pomba ilay olana, omeo antsipiriany, ary mangataha famerenam-bola na fanoloana.",polywrite,monolingual,malagasy
3568,Mamorona mailaka hangataka fiverenana na takalo amin&#39;ny vokatra novidinao an-tserasera. Ampidiro ny laharan&#39;ny kaomandinao sy ny anton&#39;ny fiverenana.,polywrite,monolingual,malagasy
3569,Alaivo sary an-tsaina ny fiaraha-monina misy ny ody sy ny teknolojia mitambatra tsy misy olana. Ahoana no ampiasan&#39;ny olona ireo hery ireo eo amin&#39;ny fiainany andavanandro?,polywrite,monolingual,malagasy
3570,Manorata tantara momba ny fiaraha-monina iray ahitana milina iray mamaritra ny hasarobidin&#39;ny fitondran-tenan&#39;ny olona iray. Inona no mitranga rehefa misy olona ambany naoty ara-moraly manohitra ny rafitra?,polywrite,monolingual,malagasy
3571,Mamorona toetra izay efa velona ny aloka ary miasa toy ny mpiara-miasa aminy.,polywrite,monolingual,malagasy
3572,Manorata mailaka miarahaba namana na mpiara-miasa amin&#39;ny zava-bita vao haingana. Ambarao amin’izy ireo ny hafalianao ary manomeza teny fampaherezana.,polywrite,monolingual,malagasy
3573,"Any amin’ny tany maro, dia sahirana mitady asa ny tanora. Inona no mahatonga an’io olana io, ary inona no vahaolana azonao aroso?",polywrite,monolingual,malagasy
