id,prompt,source,task,language
4289,"Kọ imeeli si ọfiisi gbigba wọle ti ile-ẹkọ giga kan ti n beere alaye nipa eto kan pato. Beere nipa ilana elo, awọn akoko ipari, ati bẹbẹ lọ.",polywrite,monolingual,yoruba
4290,"Kọ imeeli kan si awọn ọmọ ile-iwe rẹ ti n ṣakoso iṣẹ akanṣe ẹgbẹ kan. Pin awọn iṣẹ ṣiṣe, ṣeto awọn akoko ipari, ati daba akoko ipade kan lati jiroro ilọsiwaju.",polywrite,monolingual,yoruba
4291,"Ni agbaye nibiti a ti le ṣakoso awọn ala nipasẹ titẹle awọn ipa ọna kan pato, ṣapejuwe igbaradi eniyan fun ala pipe wọn.",polywrite,monolingual,yoruba
4292,"Hotẹẹli mysteriously han ni orisirisi awọn ipo ni ayika agbaye, sugbon nikan ni alẹ. Ni kete ti owurọ ba de, o sọnu. Kini asiri rẹ?",polywrite,monolingual,yoruba
4293,Ṣẹda ibaraẹnisọrọ laarin astronaut ati ajeji ti o sọrọ nipa lilo awọn awọ dipo awọn ọrọ.,polywrite,monolingual,yoruba
4294,Kọ imeeli si ọrẹ to sunmọ tabi ọmọ ẹgbẹ ẹbi pinpin awọn iroyin moriwu. Sọ fun wọn awọn alaye naa ati bi o ṣe rilara nipa rẹ.,polywrite,monolingual,yoruba
4295,Kọ imeeli si ẹka iṣẹ alabara ti ile-iṣẹ lati koju iriri ti ko dara ti o ni pẹlu iṣẹ wọn. Ṣe alaye iṣoro naa ki o daba bi o ṣe fẹ ki o yanju.,polywrite,monolingual,yoruba
4296,Kọ imeeli si aṣoju iṣẹ alabara kan ti o beere nipa wiwa ati awọn pato ọja ti o nifẹ si rira.,polywrite,monolingual,yoruba
4297,Kọ imeeli tutu si alabara ti o pọju ti n ṣafihan ile-iṣẹ rẹ ati fifun awọn iṣẹ rẹ. Ṣe afihan awọn agbara bọtini rẹ ki o ṣalaye bi o ṣe le ṣe iranlọwọ iṣowo wọn.,polywrite,monolingual,yoruba
4298,Fojuinu wo gbigbe ni ile kan ti o le sọ ara rẹ di mimọ ṣugbọn ti o ndagba ‘awọn ero’ tirẹ lori iru ohun ti imọtoto yẹ ki o dabi. Awọn iṣoro wo ni o dide?,polywrite,monolingual,yoruba
4299,Kọ itan kan nipa ẹgbẹ kan ti awọn akikanju ti fẹyìntì ti o jade kuro ni ifẹhinti fun iṣẹ apinfunni kan ti o kẹhin.,polywrite,monolingual,yoruba
4300,Fojuinu ohun kikọ kan ti o ni ohun ọsin roboti pẹlu AI to ti ni ilọsiwaju ti o bẹrẹ lati ni idagbasoke ihuwasi ati awọn ifẹ tirẹ.,polywrite,monolingual,yoruba
4301,"Ohun tio wa lori ayelujara ti di olokiki si ni awọn ọdun aipẹ. Kini awọn idi fun aṣa yii, ati ipa wo ni o ni lori awọn iṣowo agbegbe?",polywrite,monolingual,yoruba
4302,"Yipada ọjọ lainidii ti awọn iṣẹ ṣiṣe si ibeere apọju, pẹlu iduro kọọkan ti n ṣafihan ipenija alailẹgbẹ kan (fun apẹẹrẹ, gbigba awọn eroja toje pada, yanju awọn isiro, ati bẹbẹ lọ).",polywrite,monolingual,yoruba
4303,"Fojuinu ile itaja ohun elo ọjọ iwaju nibiti awọn roboti ti AI ṣe iranlọwọ fun awọn olutaja, ṣugbọn wọn ni ọkan ti ara wọn. Bawo ni eyi ṣe ni ipa lori iriri rira?",polywrite,monolingual,yoruba
4304,"Ni ọjọ iwaju nitosi, a le gbe aiji si awọn ara oriṣiriṣi. Kini yoo ṣẹlẹ nigbati ẹnikan ba gbe sinu ara atọwọda ati pe o fẹ pada si fọọmu atilẹba wọn?",polywrite,monolingual,yoruba
4305,Apejọ kan waye laarin ọpọlọpọ awọn eya ajeji lati ṣe agbekalẹ adehun alafia agbaye kan. Bawo ni wọn ṣe bori awọn idena ede ati aṣa?,polywrite,monolingual,yoruba
4306,Kọ nipa oniroyin kan ti n bo iṣẹlẹ itan-akọọlẹ pataki kan ti o yi abajade rẹ lairotẹlẹ pẹlu ijabọ kan.,polywrite,monolingual,yoruba
4307,Kọ nipa awọn aibikita ṣugbọn awọn ibaraẹnisọrọ kukuru ti o waye lori irekọja gbogbo eniyan laarin awọn arinrin-ajo ti o wa lati awọn ọna igbesi aye ti o yatọ pupọ.,polywrite,monolingual,yoruba
4308,Ẹgbẹ kan ti awọn ọrẹ kọsẹ lori iwe atijọ ti o ṣapejuwe irubo kan lati pe oriṣa ti o gbagbe. Wọn ṣe bi awada-titi o fi ṣiṣẹ.,polywrite,monolingual,yoruba
4309,"Ṣapejuwe ilana iṣe isakoṣo latọna jijin, ṣugbọn dipo ṣiṣẹ lati ile, ihuwasi naa n ṣiṣẹ lati awọn ipo ikọja ti o yatọ (bii awọn erekusu lilefoofo tabi awọn igbo ti o ni itara).",polywrite,monolingual,yoruba
4310,Awọn ilọsiwaju imọ-ẹrọ ti yipada bi awọn eniyan ṣe n sọrọ. Kini awọn anfani ati alailanfani ti idagbasoke yii?,polywrite,monolingual,yoruba
4311,Kọ imeeli atẹle si alabara ti o ni agbara ti o ṣafihan ifẹ si ọja rẹ. Ṣe iranti wọn ti awọn anfani ati pese lati dahun ibeere eyikeyi.,polywrite,monolingual,yoruba
4312,Fojuinu ijọba kan nibiti awọn ẹdun ti ṣakoso oju ojo. Ṣe apejuwe ọjọ kan ni igbesi aye ọmọ ilu ti ngbe nibẹ.,polywrite,monolingual,yoruba
4313,"Kọ nipa ẹnikan ti o ṣe adehun pẹlu idan kan lati duro si awọn ibi-afẹde ilera wọn. Ni ọjọ kọọkan wọn foju iṣẹ-ṣiṣe kan, wọn dojukọ aibikita ṣugbọn abajade ti ko nirọrun.",polywrite,monolingual,yoruba
4314,"Diẹ ninu awọn gbagbọ media media ni ipa rere lori awujọ, lakoko ti awọn miiran ro pe o ni ipa odi. Ṣe ijiroro lori awọn iwo mejeeji ki o fun ero rẹ.",polywrite,monolingual,yoruba
4315,Diẹ ninu awọn gbagbọ iyọrisi iwọntunwọnsi iṣẹ-aye jẹ nira sii loni ju ti iṣaaju lọ. Iwọn wo ni o gba tabi ko gba pẹlu alaye yii?,polywrite,monolingual,yoruba
4316,Ṣẹda titẹsi iwe akọọlẹ lati ọdọ aṣawakiri itan olokiki kan ti o kọsẹ lori ilẹ ti ko si lori maapu eyikeyi.,polywrite,monolingual,yoruba
4317,O ṣẹṣẹ bẹrẹ iṣẹ tuntun kan ati pe o fẹ lati ṣafihan ararẹ si awọn ọmọ ẹgbẹ ẹgbẹ rẹ. Kọ imeeli kan ti o ṣe afihan ararẹ ati sisọ idunnu rẹ nipa ṣiṣẹpọ.,polywrite,monolingual,yoruba
4318,"Diẹ ninu awọn gbagbọ pe awọn obi yẹ ki o jẹ iduro nikan fun igbega awọn ọmọde, lakoko ti awọn miiran ro pe ijọba yẹ ki o ṣe ipa kan. Ṣe ijiroro lori awọn iwo mejeeji ki o fun ero rẹ.",polywrite,monolingual,yoruba
4319,"Kọ nipa ṣiṣe awọn iṣẹ ni ibi ọjà nibiti awọn olutaja ti n ta awọn ohun alumọni ati awọn ohun idan, ati ṣiṣe ija ko nilo owo nikan ṣugbọn awọn ẹtan ọlọgbọn tabi awọn àlọ.",polywrite,monolingual,yoruba
4320,"Kọ imeeli kan si alabara ti o niyelori ti o dupẹ lọwọ wọn fun iṣowo wọn tẹsiwaju, ki o sọ fun wọn nipa igbega pataki tabi ipese.",polywrite,monolingual,yoruba
4321,"Ṣe apejuwe agbaye kan nibiti awọn ọlaju n gbe lori awọn erekuṣu lilefoofo ni ọrun, ati awọn orisun gbigbe nipasẹ nẹtiwọọki ti awọn fọndugbẹ nla.",polywrite,monolingual,yoruba
4322,Kọ nipa oluranlọwọ ti ara ẹni AI ti o bẹrẹ lati tumọ awọn iṣẹ ṣiṣe ni ẹda ati ṣe awọn iṣe ti o ṣe iranlọwọ ati airotẹlẹ lainidi.,polywrite,monolingual,yoruba
4323,"Kọ nipa ilu kan nibiti, ọkan nipasẹ ọkọọkan, eniyan n parẹ laisi itọpa kan. Awọn ti o kù ko ni iranti awọn ti o padanu.",polywrite,monolingual,yoruba
4324,"Kọ imeeli kan ti o jẹrisi alabapin titun si iwe iroyin ile-iṣẹ rẹ. Dupẹ lọwọ wọn fun ṣiṣe alabapin, sọ fun wọn kini ohun ti wọn reti, ati pẹlu ipe si iṣẹ.",polywrite,monolingual,yoruba
4325,"Ṣapejuwe irinajo lojoojumọ ni ilu irokuro ti o kun fun awọn ẹda idan, nibiti gbigbe ọkọ oju-irin ilu pẹlu awọn kẹkẹ ẹlẹṣin, awọn ẹda ti n fo, tabi awọn ọna abawọle.",polywrite,monolingual,yoruba
4326,"Ṣẹda aye kan nibiti orisun omi nikan jẹ oasis mystical ti o lọ ni gbogbo oṣu, ti o yori si ijira igbagbogbo ti gbogbo awọn olugbe.",polywrite,monolingual,yoruba
4327,"Ni ọpọlọpọ awọn ilu nla, afẹfẹ ati idoti omi jẹ ọrọ pataki. Kí ló fa ìṣòro wọ̀nyí, àwọn nǹkan wo sì ni a lè gbé láti mú ipò náà sunwọ̀n sí i?",polywrite,monolingual,yoruba
4328,"Kọ imeeli lati tẹle lori ifọrọwanilẹnuwo iṣẹ ti o ni ni ọsẹ meji sẹhin. Ṣe afihan ifẹ ti o tẹsiwaju ni ipo, dupẹ lọwọ olubẹwo naa fun akoko wọn, ki o beere fun awọn imudojuiwọn.",polywrite,monolingual,yoruba
4329,Kọ imeeli si ọjọgbọn rẹ ti n bẹbẹ fun sisọnu kilasi kan nitori awọn ipo airotẹlẹ. Beere boya ohun elo eyikeyi wa ti o nilo lati ṣawari lori.,polywrite,monolingual,yoruba
4330,"Ṣẹda itan-akọọlẹ kan ni ayika ohun-ọṣọ atijọ ti, nigbati o ba fọwọkan, fihan onimu ni iwo kan ti ọjọ iwaju wọn, ṣugbọn fun iṣẹju-aaya 10 nikan.",polywrite,monolingual,yoruba
4331,Fojuinu awujọ kan nibiti idan ati imọ-ẹrọ ti wa ni iṣọkan lainidi. Bawo ni eniyan ṣe lo awọn agbara wọnyi ni igbesi aye ojoojumọ wọn?,polywrite,monolingual,yoruba
4332,"Ni ọfiisi idan, awọn oṣiṣẹ lo awọn potions lati ṣe alekun iṣelọpọ wọn fun awọn iṣẹ ṣiṣe oriṣiriṣi. Kini yoo ṣẹlẹ nigbati ẹnikan ba mu oogun ti ko tọ fun iṣẹ-ṣiṣe ti ko tọ?",polywrite,monolingual,yoruba
4333,"Ṣajọ imeeli ti kii ṣe alaye ti n pe awọn ọrẹ si ibi ayẹyẹ ti o nṣe alejo. Fi awọn alaye kun nipa ọjọ, akoko, ipo, ati eyikeyi awọn iṣẹ akanṣe.",polywrite,monolingual,yoruba
4334,"Ṣe apejuwe itan ti ẹgbẹ atako lakoko ijọba aninilara ninu itan-akọọlẹ, ati awọn iṣoro iwa ti wọn dojukọ lati ye.",polywrite,monolingual,yoruba
4335,O ti ṣe akiyesi idiyele ti ko tọ lori owo oṣooṣu rẹ. Kọ imeeli si ẹka ìdíyelé ti n ṣalaye ọran naa ati beere fun atunṣe.,polywrite,monolingual,yoruba
4336,"Ninu aginju ti o kun fun awọn iji iyanrin ti o lewu ati awọn ẹda ti o farapamọ, awọn alarinrin ti njijadu ninu ere-ije ọdọọdun fun ẹbun toje.",polywrite,monolingual,yoruba
4337,Kọ orin kan nibiti akoko kọọkan ti jẹ eniyan ati pe wọn ṣe ibaraẹnisọrọ kan nipa iyipo ti igbesi aye.,polywrite,monolingual,yoruba
4338,Ilẹkun aramada kan han ninu igbo ti o yori si ijọba fae. Kini awọn arinrin-ajo akọkọ ri ni apa keji?,polywrite,monolingual,yoruba
4339,Ṣe apejuwe ọjọ kan lori Earth nibiti agbara walẹ yipada lojiji fun awọn wakati diẹ. Bawo ni eniyan ati ẹranko ṣe?,polywrite,monolingual,yoruba
4340,"Ọmọlangidi kan ṣẹda awọn ọmọlangidi bi igbesi aye, ṣugbọn lẹhin ipadanu aramada rẹ, awọn ọmọlangidi naa bẹrẹ lati ṣe bi ẹnipe wọn wa laaye, ọkọọkan pẹlu awọn ero buburu.",polywrite,monolingual,yoruba
4341,"Fojuinu ọfiisi kan nibiti gbogbo oṣiṣẹ ṣe aṣoju ẹdun ti o yatọ (fun apẹẹrẹ, ayọ, ibinu, ilara). Bawo ni wọn ṣe lọ kiri awọn iṣẹ ṣiṣe ojoojumọ ati awọn ipade?",polywrite,monolingual,yoruba
4342,"Iyipada oju-ọjọ n ni ipa pataki lori aye wa. Kini o ro pe awọn idi akọkọ ti iyipada oju-ọjọ, ati kini awọn ipa ti o pọju lori ayika?",polywrite,monolingual,yoruba
4343,Kọ nipa aye kan ti o jẹ ti iṣelọpọ nipasẹ ẹya to ti ni ilọsiwaju ṣugbọn ti o ti kọ silẹ. Kí ni àwọn olùgbé tuntun náà ṣàwárí nípa ète rẹ̀ tòótọ́?,polywrite,monolingual,yoruba
4344,Kọ imeeli tita kan si alabara ti o wa ti o nfunni ni awọn ọja ti o ni ibatan ti wọn le nifẹ si ti o da lori awọn rira iṣaaju. Ṣe afihan idi ti awọn ọja wọnyi ṣe iranlowo rira wọn.,polywrite,monolingual,yoruba
4345,"Isanraju ti n di iṣoro pataki ni ọpọlọpọ awọn orilẹ-ede. Kini awọn idi ti ọran yii, ati pe awọn igbese wo ni a le ṣe lati koju rẹ?",polywrite,monolingual,yoruba
4346,"Ṣe apejuwe ilu kan nibiti gbogbo ile ati opopona wa laaye, pẹlu awọn ero ati awọn ikunsinu tirẹ. Báwo làwọn olùgbé ibẹ̀ ṣe ń bá ilé wọn gbé?",polywrite,monolingual,yoruba
4347,"Ṣajọ imeeli tita kan ti n kede ifilọlẹ ọja tuntun kan. Fi awọn alaye kun nipa awọn ẹya ọja, awọn anfani, ati awọn ipolowo pataki tabi awọn ẹdinwo.",polywrite,monolingual,yoruba
4348,Kọ imeeli kan si agbanisiṣẹ iṣaaju ti n beere lati lo wọn gẹgẹbi itọkasi fun ohun elo iṣẹ tuntun kan. Tọọsi beere fun igbanilaaye wọn ki o dupẹ lọwọ wọn fun atilẹyin wọn.,polywrite,monolingual,yoruba
4349,"Ni ilu kekere kan, oorun lojiji yoo parẹ ati pe o jẹ ọganjọ oru nigbagbogbo. Ko si ẹniti o le jade kuro ni ilu, ati awọn ẹda ajeji bẹrẹ lati jade kuro ninu okunkun.",polywrite,monolingual,yoruba
4350,"Ní ọ̀pọ̀ orílẹ̀-èdè, àwọn ọ̀dọ́ ń tiraka láti rí iṣẹ́. Kini awọn idi ti ọran yii, ati awọn ojutu wo ni o le daba?",polywrite,monolingual,yoruba
4351,Kini ti gbogbo awọn awọ ni agbaye ba bẹrẹ si parẹ ni ọkọọkan? Ṣe apejuwe ohun ti o ṣẹlẹ nigbati awọ kan ba ku.,polywrite,monolingual,yoruba
4352,"Ninu aye kan nibiti a ti le ji awọn iranti, ṣapejuwe igbesi aye olè iranti kan ti o bẹrẹ lati padanu abala idanimọ ti ara wọn.",polywrite,monolingual,yoruba
4353,Fojuinu ẹda ti o kọrin lullaby si ilẹ ṣaaju ki alẹ to ṣubu. Awọn ọrọ ati aworan wo ni yoo lo?,polywrite,monolingual,yoruba
4354,Kọ ifọrọwanilẹnuwo laarin aṣawakiri kan ati alamọdaju ọdaràn ti o jẹ ọrẹ ọmọde ni ikoko.,polywrite,monolingual,yoruba
4355,"Pipọju eniyan ti di ibakcdun pataki ni ọpọlọpọ awọn ilu. Kini awọn okunfa ti iye eniyan, ati kini awọn ipa lori igbesi aye ilu?",polywrite,monolingual,yoruba
4356,Ẹgbẹ kan ti awọn aṣawakiri ṣe awari ọlaju ti o farapamọ ti agbaye ti ita ti ko fọwọkan fun awọn ọgọrun ọdun. Bawo ni wọn ṣe nlo pẹlu awujọ yii?,polywrite,monolingual,yoruba
4357,Kọ nipa ọjọ kan ni igbesi aye eniyan ti o ṣeto-gidi ti o gbero ni iṣẹju kọọkan ti ọjọ wọn. Kini yoo ṣẹlẹ nigbati awọn nkan bẹrẹ lati lọ kuro ni iṣeto?,polywrite,monolingual,yoruba
4358,"Ni gbogbo igba ti o ba ṣe ifọṣọ, ibọsẹ kan nsọnu, ṣugbọn dipo sisọnu, o rin nipasẹ akoko. Kọ nipa awọn awari eyi nyorisi.",polywrite,monolingual,yoruba
4359,Ṣajọ imeeli kan si olukọ ọjọgbọn tabi olutojueni ti n beere fun imọran iṣẹ. Ni ṣoki ṣe alaye ipo rẹ lọwọlọwọ ki o beere fun itọnisọna lori bi o ṣe le lọ siwaju.,polywrite,monolingual,yoruba
4360,"Ṣajọ ewi kan ti o gba oluka nipasẹ lẹsẹsẹ awọn oju-aye ifarabalẹ, dapọ otitọ ati oju inu.",polywrite,monolingual,yoruba
4361,"Ijọba kan ti a ro pe o padanu ninu itan ni a tun ṣe awari, ṣugbọn awọn eniyan rẹ ko ti darugbo ni awọn ọgọrun ọdun. Kí ló ṣẹlẹ̀ sí wọn?",polywrite,monolingual,yoruba
4362,"Ṣẹda ẹda ati ọna kika atokọ lati-ṣe dani ti o yi awọn iṣẹ ṣiṣe ojoojumọ pada si ere kan. Kini awọn ofin naa, ati bawo ni wọn ṣe ru ọ?",polywrite,monolingual,yoruba
4363,Ọmọ-alade tabi ọmọ-binrin ọba ti jẹ eegun lati yipada si ẹranko ni gbogbo oru. Wọ́n gbọ́dọ̀ wá ọ̀nà láti gbé eégún náà sókè kí ó tó jẹ wọ́n run.,polywrite,monolingual,yoruba
4364,Ṣe apejuwe ohun kikọ ti ko le ku ṣugbọn rilara gbogbo irora diẹ lati awọn ipalara wọn. Báwo ni wọ́n ṣe fara da ìwàláàyè yìí?,polywrite,monolingual,yoruba
4365,Wiwa ti irin-ajo agbaye ti pọ si ni pataki. Ṣe ijiroro lori awọn anfani ati awọn alailanfani fun awọn aririn ajo ati awọn orilẹ-ede agbalejo.,polywrite,monolingual,yoruba
4366,O nilo lati ṣeto ipade pẹlu alabaṣiṣẹpọ kan lati jiroro lori ilọsiwaju ti iṣẹ akanṣe kan. Kọ imeeli oniwa rere ti o n beere akoko ti o dara fun ipade naa ki o pese itọka kukuru kan.,polywrite,monolingual,yoruba
4367,Kọ itan kan nipa awujọ nibiti ẹrọ kan ṣe ipinnu iwulo iwa eniyan. Kini yoo ṣẹlẹ nigbati ẹnikan ti o ni Dimegilio iwa kekere koju eto naa?,polywrite,monolingual,yoruba
4368,Awọn atukọ kan wa ni idamu lori erekuṣu aramada kan ti o yipada nigbagbogbo ala-ilẹ rẹ ti o fi awọn aṣiri atijọ pamọ.,polywrite,monolingual,yoruba
4369,"Ni awọn ọdun aipẹ, iṣẹ latọna jijin ti di diẹ sii. Ṣe ijiroro lori awọn anfani ati awọn alailanfani ti iṣẹ latọna jijin.",polywrite,monolingual,yoruba
4370,"Diẹ ninu awọn eniyan gbagbọ pe awọn iṣoro ayika yẹ ki o yanju ni agbaye, lakoko ti awọn miiran ro pe wọn yẹ ki o koju ni agbegbe. Ṣe ijiroro lori awọn iwo mejeeji ki o fun ero rẹ.",polywrite,monolingual,yoruba
4371,"Ni ilu ti o wa ni ọjọ iwaju, eto oju-irin alaja jẹ iruniloju ti n yipada nigbagbogbo. Kọ nipa iṣiṣẹ deede ẹnikan nipasẹ eto airotẹlẹ yii.",polywrite,monolingual,yoruba
4372,Ṣẹda itan kan nibiti iṣaradi ounjẹ lojoojumọ yipada si ìrìn onjẹ-ounjẹ kọọkan wa lati ilẹ idan ati nilo mimu pataki.,polywrite,monolingual,yoruba
4373,"Diẹ ninu gbagbọ pe ẹkọ ori ayelujara jẹ doko diẹ sii ju ẹkọ ibile lọ, lakoko ti awọn miiran jiyan ikẹkọ ile-iwe tun jẹ pataki. Ṣe ijiroro lori awọn iwo mejeeji ki o fun ero rẹ.",polywrite,monolingual,yoruba
