id,prompt,source,task,language
338,"Edemede: Cheta na a kpụpụrụ ya n'ụlọikpe Code of Conduct Tribunal, maka ebubo na o kwuputachaghị ngwongwo nakwa akụ niile o nwere tupu e mee ya nnukwu ọkaikpe.

BBC Igbo mere nchọpụta maka mmadụ atọ ọzọ gbara elu na Naijiria bụkwa ndị a kpụpụrụ n'ụlọikpe a. 

Bukola Saraki

Bukola Saraki bụbu Gọvanọ Kwara steeti tupu ọ banye ụlọomeiwu

Onyeisi oche ụlọnzukọ Senate bụ Bukola Saraki wụchiri n'ụlọikpe nke Code of Conduct, n'ụbọchị iri abụọ na abụọ ọnwa Septemba, 2015, iji zara ọnụ ya maka ebubo eboro ya na o gosipụtachaghị ihe niile o nwere mgbe ọ bụụrụ Gọvanọ na-achị steeti Kwara.

E bokwara ya ebubo na onwere ego dị iche iche n'ụlọ ọbaego dị na mba ofesi.

Mana ụlọikpe ekpechaa ọgwụ nke Naijiria nọọrọ n'ụbọchị ise nke ọnwa Julai, 2018, kachapụ ebubo niile ndị a, ma tọhapụ Saraki.

Ike Ekweremadu

Ekweremadu, nwụnye ya na nwa ya nọ n'ụlo ya mgbe ndị a ji egbe bata

N'otu aka ahụ, ọchịchị etiti nọọrọ n'ụbọchị iri nke ọnwa Ọktoba, 2018, ma kpụpụ osote onyeisi ụlọnzukọ senate bụ Ike Ekweremadụ n'ụlọikpe CCT n'ihi ebubo na o kwupụtachaghị ngwongwo nakwa 

akụnaụba niile o nwere dịka iwu siri dị.

Ihe ndị a gụnyere: ụlọ abụọ na mba UK, asatọ na mba Dubai, atọ na Florida, nakwa mba Amerịka.

Bola Ahmed Tinubu

'Edemede ahụ bụ nke aghụghọ'

Na-aka nke ọzọ, ọchịchị etiti nọọrọ n'ụbọchị iri abụọ na otu nke ọnwa Septemba 2011, ma kpụpụ onye Gọvanọ chịbuuru steeti Legos bụ Bola Tinubu n'ụlọikpe CCT, n'ihi ebubo na o tinyere ego n'ụlọ ọbaego 

dị na mba ofesi site n'afọ 1999 rue 2007.

Mana ụlọikpe a nọọrọ n'ụbọchị iri atọ nke ọnwa Septemba, 2011, ma kachapụ akwụkwọ a a gbara megide Tinubu, kọwakwaa  ya dịka nke nwere ntụpọ n'iwu.

Akụkọ ga-amasị gị:

",aya,monolingual,igbo
339,Kedu mgbe agbara ụlo Igwe Oliver Nnaji ọkụ? ,aya,monolingual,igbo
340,"Gwam onye bu Nwa n'afọ,sere esere kuru ekuru",aya,monolingual,igbo
341,Kedụ aha onye chọpụtara Komputa?,aya,monolingual,igbo
342,Kedụ mgbe amụrụ Joshua Uzoigwe?,aya,monolingual,igbo
343,Ḿkpị́sị́ áká òlé kà m̀mádù kwèsìrì ínwē?,aya,monolingual,igbo
344,Agaghị apụta n'ikpo nnụnụ ,aya,monolingual,igbo
345,Gwa m nkenke gbasara Kwara State na nkeji atọ dị mkpirikpi,aya,monolingual,igbo
346,"Akụkọ ifo a na-akọ banyere otu nwa agbọghọ mara mma nke zutere nnukwu ihe ndabara n'ihi nnupụisi ya na mkpebi ya inupụrụ ndị mụrụ ya isi.

N'ime oge mgbe ndị mmụọ ọjọọ na ndị mmụọ na-agbagharị n'ime obodo, nwa agbọghọ ahụ a na-akpọ ""obaledo"" gwara nne na nna ya ntụziaka tupu ha abanye na njem ha, ka ha nọrọ n'ime ụlọ ha na-eri naanị ji na eju mgbe agụụ na-agụ ya. Ndị nne na nna rịọrọ ya ka o buru ụzọ rie ji ahụ n'ihu eju, n'ihi na ejula ga-emecha menyụọ ọkụ ahụ. N'ụzọ dị mwute, nwa agbọghọ ahụ, n'ịbụ onye anyaukwu na agụụ anụ siri ike, buru ụzọ rie eju ahụ, ọkụ wee pụọ. N'ịbụ onye agụụ ka nọ na-agụ, ọ pụrụ n'ụlọ ya, n'enupụrụ ndị mụrụ ya isi, iji nweta osisi n'aka ndị agbata obi. Ka ọ na-aga, ọ zutere otu mmụọ ọjọọ nke na-ezu ohi ịma mma ya ma hapụ ya ihe jọrọ njọ nke ya.",aya,monolingual,igbo
347,"Anaghị eti nwata ihe ụbọchị ọ kwafụrụ mmanụ,",aya,monolingual,igbo
348,"Mejuo ilu a:

Ntukwu n'agụ ngwere... ",aya,monolingual,igbo
349,Eziem ozi m zie eze eziem,aya,monolingual,igbo
350,Depụta aha mmadụ ndị gbarala Nigeria bọọlụ? ,aya,monolingual,igbo
351,Ụmụ nwanyị ole no na STEM?,aya,monolingual,igbo
352,gịnị bụ nkwenye ọdịnala?,aya,monolingual,igbo
353,"Tweet a dị n'okpuru ọ na-egosipụta mmetụta dị mma, nke na-adịghị mma, ka ọ bụ mmetụta na-anọpụ iche?
bia kowaa okwu a biko",aya,monolingual,igbo
354,Agadi,aya,monolingual,igbo
355,Onye bụ Desiree Ellis?,aya,monolingual,igbo
356,Ọzara,aya,monolingual,igbo
357,Kedu uwe ndị nwunye na ndị na-alụ ọhụrụ na-eyi n'agbamakwụkwọ Igbo?,aya,monolingual,igbo
358,"Akụkọ a na-akọ maka mbe nwere anyaukwu nke na-ejide onwe ya na anyaukwu nke ya. Mbe na-ekwo ekworo nke eze bara ọgaranya nke na-enwe ịgbà nke na-emepụta nri na nnukwu akụ na ụba oge ọ bụla a na-akụ ya, tọọrọ nwunye eze ọnyà, mgbe ọ dara n'ihi ya, ọ rịọrọ ya ka ọ bụrụ naanị ụgwọ ya. Otú ọ dị, ọ maghị, ịgbà ahụ na-emepụta nanị okomoko ọ hụrụ n'ọnọdụ ụfọdụ ma jiri juju kee ya. N’ikpeazụ, mbe na ụmụ ya na-agbaji juju e kegidere n’ịgba, kama ịbụ nri na akụ na ụba, oge ọ bụla ọ kụwara ịgbà, ụfọdụ ndị ikom ga-apụta were tie ya nke ọma. N’ịbụ ndị e meriri, mbe na ezinaụlọ ya mere ụlọ ha n’okpuru osisi pịrị ọnụ, ma dịka akụkọ a si kwuo, ọ bụ ya mere a na-ahụ mbe na-ebi n’okpuru nkwụ na-adọkpụ, n’ihi na o nweghị ebe ọzọ ha na-aga iri nri.",aya,monolingual,igbo
359,Gwam osi n'ebe a ga ebe ọzọ ma laghachi n'otu ntabi anya ,aya,monolingual,igbo
360,Kedu egwuregwu eji mara Patience Okoro?,aya,monolingual,igbo
361,Kedụ isiobodo Steeti Akwa Ibom?,aya,monolingual,igbo
362,Onye bụ Dora Akunyili? ,aya,monolingual,igbo
363,Ọkụkọ si na ihe ya bu mmiri achụ,aya,monolingual,igbo
364,Ajụjụ: Ebee ka a ga-eme Rugby World Cup n'afọ ọzọ,aya,monolingual,igbo
365,Gwam osisi ọma m hụrụ n'ụzọ ma ọ dịghị mma m ji egbu ya.,aya,monolingual,igbo
366,Kedu mgbe ederede abụ Igbo  malitere,aya,monolingual,igbo
367,Gịnị bụ Nnọchiaha?,aya,monolingual,igbo
368,"Gwam gwam gwam, gwam osisi ọma m hụrụ n'ụzọ ma ọ dịghị mma m ji egbu ya? ",aya,monolingual,igbo
369,Kedụ steeti ejị emume Aringinya were mara?,aya,monolingual,igbo
370,Kedụ afọ ekepụtara Anambra steeti?,aya,monolingual,igbo
371,"Zaa ajụjụ a dị mgbagwoju anya: Ònye wepụtara album karịa, Brian Connolly ka ọ bụ Jim Kerr?",aya,monolingual,igbo
372,"Dejupụta ahịrị okwu a:

Nkịta taa nsị... ",aya,monolingual,igbo
373,Gwam tụm tụ gem gem,aya,monolingual,igbo
374,Akụ ju ụlọ ,aya,monolingual,igbo
375,Kedu isiokwu a na-enyochakarị n'abụ Igbo?,aya,monolingual,igbo
376,Ọ na amị amị dị ka ,aya,monolingual,igbo
377,Gịnị bụ emumme Lagos Black Heritage?,aya,monolingual,igbo
378,Kedu ihe Akwụkwọ Nsọ kwuru maka ịtụ ndị n'egbu anụ arụ egwu?,aya,monolingual,igbo
379,Saul Weigopwa ọ gbara Naijiria ọsọ?,aya,monolingual,igbo
380,"Title: Inec ekwuola ka ihe ga-esi gaa na ntuliaka 2019\nGiven the above title of an imaginary article, imagine the article.\n",aya,monolingual,igbo
381,"Gịnị bụ azịza gwam gwam gwam(agwụgwa) a

Gwa m ihe kuru mmiri rịa elu",aya,monolingual,igbo
382,Kedụ njirimara asụsụ Igbo?,aya,monolingual,igbo
383,Kedụ Ihe anọ ị ma maka steeti Katsina? ,aya,monolingual,igbo
384,Asị,aya,monolingual,igbo
385,Àgwà ka mma,aya,monolingual,igbo
386,"Ajụjụ: 

Gwam gwam gwam, gwam nwa agbọghọ kụchara aka baa ọhịa? ",aya,monolingual,igbo
387,"Ndị na-agba chaa chaa na-asị na 'e tinye okwe e rie okwe, onye ụjọ ababa' mana ha amaghị ọghọm dị na ya. Nyocha BBC mere na mba Yuganda gosiri na ego ndị na-agba chaa chaa na-etinye na-akarị nke ha na-erite. Nke mere gọọmentị mba ahụ na-achọ ụzọ ha ga-eji ebelata ụmụokoroọbịa ị na-agba chaa chaa. Kirie ka ị hụ mpụtara dị n'ime nyocha a.",aya,monolingual,igbo
388,Kedụ aha onye ji otu Labour Party dọọ ọkwa ọchịchị onye isiala Nigeria na 2023?,aya,monolingual,igbo
389,Kedụ onye bụ onye isiala mba India n'afọ puku abụọ(2000)?,aya,monolingual,igbo
390,Akụkọ maka Imo,aya,monolingual,igbo
391,Gwam gwam gwam: Gwam okpụkpụ pụtara ihe? ,aya,monolingual,igbo
392,Steeti ole ka mba U. S. A nwere?,aya,monolingual,igbo
393,"Kedu ihe bụ Polio, ihe n'akpataya, mgbaàmà na ihe mgbochi?",aya,monolingual,igbo
394,Gwam ọ buru ụzọ ga mba bụrụ ụzọ lọta,aya,monolingual,igbo
395,"Nkọwa Akpaala okwu "" Akwa gbara ọkụ n'ahịa taa""",aya,monolingual,igbo
396,Olee afọ ka a malitere NTA nke Naijiria?,aya,monolingual,igbo
397,"Onye mụtara nwa gụo ya Nkemdirim,",aya,monolingual,igbo
398,"Gini bụ azịza gwam gwam gwam(riddle) a

Gwa m nwa okoro ọcha gbara aka rịa ọjị",aya,monolingual,igbo
399,Kedụ aha aka chiburu Abia State tupu T. A. Orji e were ọchịchị? ,aya,monolingual,igbo
