id,prompt,source,task,language
176,Kodi ana a nkhosa ndi mbuzi amafanana?,aya,monolingual,chichewa
177,Kodi njira zodziwika bwino zosungira chakudya ndi ziti?,aya,monolingual,chichewa
178,chakumwa cha thobwa,aya,monolingual,chichewa
179,uli wa fodya mu mu dziko la Malawi,aya,monolingual,chichewa
180,Kodi chitsanzo cha ndime ndi chiyani?,aya,monolingual,chichewa
181,ndakatulo ya: Umodzi,aya,monolingual,chichewa
182,Kodi tanthauzo la sitovu ndi chiyani?,aya,monolingual,chichewa
183,Chigumu cha nthochi ndi ufa wa chimanga,aya,monolingual,chichewa
184,Ku Malawi amapita ku sukulu ndi zaka zingati?,aya,monolingual,chichewa
185,Kodi nkhalango yaikulu kwambiri mu Africa ndi iti?,aya,monolingual,chichewa
186,Alankhula Chichewa Ndani?,aya,monolingual,chichewa
187,"Kodi cholinga cha usodzi ndi chiyani?

",aya,monolingual,chichewa
188,Kodi magawo anayi a ndime ndi ati?,aya,monolingual,chichewa
189,Kodi zotsatira za Nkhondo Yadziko II (yachiwiri) ndi zotani?,aya,monolingual,chichewa
190,Ndi mbewu ziti za ku Malawi zomwe zimalima mosavuta?,aya,monolingual,chichewa
191,Kodi m'Malawi muno chithandizo cha za umoyo ndi chaulere?,aya,monolingual,chichewa
192,Ndale za dziko la Malawi,aya,monolingual,chichewa
193,kodi boma la Nkhata Bay anthu amalankhula chilankhulo chanji?,aya,monolingual,chichewa
194,Mwambi: Khoswe akakhala pa mkhate sapheka,aya,monolingual,chichewa
195,kalata yopita kwa achibale,aya,monolingual,chichewa
196,"ndakatulo: Dziko lachita
mantha",aya,monolingual,chichewa
197,"Ndi madotolo angati pa anthu 1,000 m'Malawi muno?",aya,monolingual,chichewa
198,Chikhulupiliro cha mtundu wa a Yawo,aya,monolingual,chichewa
199,Therere ,aya,monolingual,chichewa
