id,prompt,source,task,language
957,"Eyi jẹ Aroko nipa Yí Yára bi Ojú-ọjọ́ ti nyí padà nitori Èérí Àyíká. 

Aroko: Ẹlẹkọ-ìjìnlẹ̀ ṣe àkiyesi pe enia ndá kún yí yára bi ojú-ọjọ́ ti nyi padà nitori èérí-àyíká.  Ojú-ọjọ́ ti nyí padà lati ìgbà ti aláyé ti dá ayé, ṣùgbọ́n àyípadà ojú-ọjọ́ ni ayé òde òní yára ju ti ìgbà àtijọ́ lọ.

Yorùbá sọ wi pé “Ogun à sọ tẹ́lẹ̀, ki i pa arọ tó bá gbọ́n”. Àsìkò tó lati fi etí si ìkìlọ̀ Ẹlẹkọ-ìjìnlẹ̀ lóri yí yára bi ojú-ọjọ́ ti nyi padà. Àwọn Ẹlẹkọ-ìjìnlẹ̀ ńké ìbòsí nipa ohun ti èérí àyíká ndá kún gbi gbóná àgbáyé àti ki ènìyàn ṣe àtúnṣe, lati din ìgbóná kù. Ìgbà gbogbo ni àwọn Ẹlẹkọ-ìjìnlẹ̀ Àyíká nṣe àlàyé yi ni Àjọ Ìfohùnṣọ̀kan Ìpínlẹ̀ Àgbáyé.

Lára ohun ti o ndá kún èérí àyíká, Ẹlẹkọ-ìjìnlẹ̀ tọ́ka si ọkọ̀, ẹ̀rọ mọ̀nà-mọ́ná, ẹ̀rọ-ilé-iṣẹ́, ṣ̀ugbọ́n èyí ti ó burú jù ni àwọn ohun ti wọ́n fi ike ṣe bi i: igò-ike, àpò-ike, ọ̀rá-ike, ike-ìṣeré àti bẹ́ ẹ̀ bẹ́ ẹ̀ lọ gẹ́gẹ́ bi ohun ti o ndá kún yi yára bi ojú-ọjọ́ ti nyi padà.

Ewé, ìwé tàbi páálí ti a kó sọnù, wúlò fún àyiká ju ọ̀rá ati ike igbàlódé lọ.  Bi wọ́n bá da àwọn ohun ti wọ́n fi ike ṣe dànù si ààtàn tàbi si odò, ki i jẹrà bi ewé. Bi wọn da ewé si ilẹ́, yio da ilẹ́ padà lai ni ewu fún ekòló, igbin àti àwọn kòkòrò kékeré yókù. Bi wọn da ewé, ìwé tàbi páálí si inú omi/odò, kò léwu fún ẹja àti ohun ẹlẹmi inú omi/odò, bi ti ọ̀rá àti ike igbàlódé to léwu fún ẹja àti ẹranko inú odò.

Àwọn ohun ti a lè ṣe lati fi etí si ìkìlọ̀ àwọn Ẹlẹkọ-ìjìnlẹ̀, ni ki a din li lo ọ̀rá ike àti ohun ti a fi ike ṣe kù bi a kò bá lè da dúró pátápátá.  Ọ̀pọ̀lọpọ̀ orílẹ̀-èdè ni ìlú Òyìnbó ló ti ṣe òfin lati din li lò ike kù, àwọn miran ti bẹ̀rẹ̀ si gba owó fún àpò-ike ni ọjá lati jẹ́ ki àwọn enia lo àpò àlòtúnlò.  Bi ó bá ṣe kókó ki á pọ́n oúnjẹ, a lè lo ewé fi pọ́n,  jú ọ̀rá tàbi ike lọ.  Ki a fi páálí tàbi apẹ̀rẹ̀ ọparun kó ẹrù, lo àpò àlòtúnlò lati ra ọjà, ka lo ìkòkò alámọ̀ lati ṣe oúnjẹ tàbi tọ́jú oúnjẹ kó lè gbóná, àti ki a din li lo ike kù yio din yi yára bi ojú-ọjọ́ ti nyí padà kù.

Lára àtúnṣe ti ìjọba lè ṣe, ni ki òṣè̀lú ṣe òfin lati din èérí kù, ìpèsè ilé iṣẹ́ ti ó lè sọ àwọn ohun ti a fi ike ṣe di àlòtúnlò àti ki kó ẹ̀gbin ni àsìkò.

Ohun ti gbogbo ará ilu,́ pàtàki àwọn ọ̀dọ́ tún lè ṣe, ni ṣi ṣa ọ̀rá tàbi ike omi àti ohun ti wọn fi ike ṣe, ti o ti dá èérí rẹpẹtẹ si inú odò àti àyíká kúrò.  Gbi gbin igi àti ṣe ètò fún àyè ti omi lè wọ́ si ni ìgbà òjò na a yio din ìgbóná àgbáyé kù.

Ibeere: Gẹgẹbi Aroko yikKini àwọn nkan ti o buru ju lara awon ohun ti o ndá kún èérí àyíká?",aya,monolingual,yoruba
958,"Fún ìdáhùn sí ìbéèrè tó díjú yìí: Èwo nínú àwọn fíìmù onífọ́tò ni a kọ́kọ́ ṣe, The End of Suburbia àbí Super High Me?",aya,monolingual,yoruba
959,Ojo keji ti akekoo yii pari idanwo asekagba ni Poli Ire lo ku lojiji,aya,monolingual,yoruba
960,Lẹẹkan si i: Awọn agbaagba Yoruba tun binu si Tinubu,aya,monolingual,yoruba
961,ẹ̀yà àrà wò ni o wà fún ìríran?,aya,monolingual,yoruba
962,"Makẹta ti Tọpẹ bimọ fun b’ALAROYE sọrọ: N ko ni ẹjọ kankan pẹlu Ayọmikun, Tọpẹ ni ko jade waa sọrọ",aya,monolingual,yoruba
963,Àrokò,aya,monolingual,yoruba
964,"Ẹ woju wọn, awọn ni wọn pa Barakat, ti wọn tun pa alaboyun atawọn mi-in l’Akinyẹle, n’Ibadan",aya,monolingual,yoruba
965,"Ọsẹ to n bọ ni wọn yoo sinku Yinka Odumakin siluu Moro, nipinlẹ Ọṣun",aya,monolingual,yoruba
966,Vicente Aleixandre,aya,monolingual,yoruba
967,Ìbéèrè: ta ni ó ṣe akọ̀wé nínú aṣọ kékeré aláwọ̀ sánmà?,aya,monolingual,yoruba
968,"Osemawe ba awọn oloṣelu Ondo sọrọ, o ni ki won yee fibọn lera wọn kiri",aya,monolingual,yoruba
969,Wọn ti yọ alaga APC Kwara nipo,aya,monolingual,yoruba
970,Ọwọ tẹ adigunjale mẹwaa ati Idris to n ṣe baba isalẹ wọn n’Ikẹja,aya,monolingual,yoruba
971,Ìjọba Singapore kéde ìwé ẹ̀rí tí iye owó rẹ̀ lé ní ₦81m fún ẹnikẹ́ni tí yóò bá ra ọkọ̀ tuntun,aya,monolingual,yoruba
972,Ìjọba ìbílẹ̀ mélòó ni ó wà ní ìpínlẹ̀ Zàm̀fàrà?,aya,monolingual,yoruba
973,"Aluchi ran ole si araale ẹ ni Lusada, miliọnu mẹta aabọ ni wọn gbe lọ",aya,monolingual,yoruba
974,"Nitori rogbodiyan to ṣẹlẹ laarin Hausa ati Yoruba n’Ibadan, Makinde ti ọja Ṣáṣá pa",aya,monolingual,yoruba
975,Kí ni àwọn Yorùbá máa ń lo ewé efinrin fún?,aya,monolingual,yoruba
976,"Iwadii bẹrẹ lori awọn mẹta ti wọn yin Stephen lọrun pa, ti wọn tun ji mọto ẹ lọ l’Ekoo",aya,monolingual,yoruba
977,Wahala ẹgbẹ PDP l’Ekiti: Ija ṣẹṣẹ bẹrẹ ni – Olujimi,aya,monolingual,yoruba
978,Saraki gba Buhari nimọran lori eto aabo to mẹhẹ,aya,monolingual,yoruba
979,N ko kabaamọ rara pe mo kuro lọfiisi gẹgẹ bii igbakeji gomina Ondo-Agboọla,aya,monolingual,yoruba
980,Ṣe àpilẹ̀kọ àyọkà fún àkòrí yìí: Àwọn òṣèré tíátà Yorùbá sọ̀rọ̀ nípa Bàbá Sùwé tó di olóògbé.,aya,monolingual,yoruba
981,"Sunday Shodipẹ, apaayan Akinyẹle ti foju bale-ẹjọ",aya,monolingual,yoruba
982,Ngardy Conteh George,aya,monolingual,yoruba
983,Umaru Musa Yar'adua,aya,monolingual,yoruba
984,Miliọnu meji la maa ta maaluu kan ti wọn ba fofin de ka maa fẹran jẹko ni gbangba- Miyetti Allah,aya,monolingual,yoruba
985,"Nitori ẹsun jibiti, Timilẹyin dero ẹwọn n’Ileefẹ",aya,monolingual,yoruba
986,Ẹ̀yà ara wo ni ó wà fún ìríran?,aya,monolingual,yoruba
987,"Owo ‘gba, ma binu’, gbọdọ wa fawọn ti SARS pa nipakupa-Awọn gomina",aya,monolingual,yoruba
988,"Awọn to n pariwo Orilẹ-ede Oduduwa kiri yii, oponu ni wọn o – Arẹgbẹṣọla",aya,monolingual,yoruba
989,Dáhùn ìbéèrè tó tẹ̀ lé e yìí. ìkùukùu tó ga jùlọ lágbàáyé wà ní orílẹ̀-èdè wo?,aya,monolingual,yoruba
990,Adebukola Oladipupo,aya,monolingual,yoruba
991,Awọn Aṣofin Eko fẹẹ ṣeranwọ fawọn to padanu dukia wọn lasiko iwọde SARS,aya,monolingual,yoruba
992,Ẹgbẹ akẹkọọ ṣe iwọde nitori apaayan to sa lọ lagọọ ọlọpaa n’Ibadan,aya,monolingual,yoruba
993,Àṣà ilẹ̀ Áfríkà,aya,monolingual,yoruba
994,Iya ọlọmọ meji ku nibi ti oun ati ọrẹkunrin ẹ ti n ṣere ifẹ,aya,monolingual,yoruba
995,Dárúkọ ẹ̀yà ara tí ó wà fún gbígbọ́rọ̀. ,aya,monolingual,yoruba
996,"Khadija fi majele sinu ounjẹ awọn ọmọ iyaale ẹ, mẹta lo ku ninu wọn",aya,monolingual,yoruba
997,"Nitori ọkunrin ti wọn ji gbe, Amọtẹkun, ọlọpaa ati ọdẹ koju awọn ajinigbe l’Ekiti",aya,monolingual,yoruba
998,Fẹ́mi Ọ̀sọfisàn,aya,monolingual,yoruba
999,"“Igbà Kan Nlọ, Igbà Kan Nbọ̀, Igbà Kan Kò Dúró Titi” – “Time Passes By And Does Not Wait Forever”",aya,monolingual,yoruba
