id,prompt,source,task,language
15,በዩጋንዳ ብዙ ተናጋሪ ያለው ቋንቋ ምንድን ነው?,aya,monolingual,amharic
16,ደራሲ አብዱልራዛቅ የኖቤል የሥነ ጽሑፍ ተሸላሚ የሆኑት በመቼ ዓመተ ምሕረት ነው?,aya,monolingual,amharic
17,ዩጋንዳ የምትገኘው የት አህጉር ውስጥ ነው?,aya,monolingual,amharic
18,ጥያቄ፡- በኩሽና ውስጥ ብዙ ጊዜ ሶዲየም ባይካርቦኔትን እንጠቀማለን. ሌላ ስሙ ማን ነው? መልስ፡-,aya,monolingual,amharic
19,በአልበርት አንስታይን ስራ ላይ ተጽእኖ ያሳደሩ ሳይንቲስቶችን ስም ዝርዝር ስጠኝ ።,aya,monolingual,amharic
20,ወደ ኢስታንቡል መግቢያ ከዩ.ኤስ እንዴት ማግኘት ይቻላል?,aya,monolingual,amharic
21,እቴጌ ጣይቱ በየት ተወለዱ?,aya,monolingual,amharic
22,"ከሚከተሉት ውስጥ የትኛው የሳይንስ ዓይነት አይደለም: አካላዊ አጽናፈ ሰማይ, ሥነ ምግባራዊ አመክንዮ ወይም ህያው ስርዓቶች? የቀደመውን ጥያቄ ከግምት ውስጥ በማስገባት መልሱን የሚጠቁም ሐሳብ ጻፍ። ከ1 እስከ 20 ዓረፍተ ነገሮች ሊሆን ይችላል። አውድ:",aya,monolingual,amharic
23,በሚስዮን ባህር ዳርቻ የነበረው የፖስታ ቤት ለመጀመሪያ ጊዜ የተከፈተው መቼ ነው? ከኤል አሪሽ ተነሥቶ መንገድ ከተሠራ በኋላ በ1920 ማብቂያ ላይ አካባቢው በብዙዎች ዘንድ የታወቀ መኖሪያ ሆነ ። ቀደም ሲል በአካባቢው ይገኝ የነበረው የጀልባ ወንዝ የአቦርጂኒዎች መተላለፊያ የሃይማኖታዊ ተልእኮ ነው በሚል የተሳሳተ እምነት ምክንያት የሚሲዮን የባሕር ዳርቻ በመባል ይታወቃል ። የሚሲዮን የባሕር ዳርቻ በ1940ዎቹ ወደ አንድ ከተማ ፣ በሚስዮን የባህር ዳርቻ ፖስት ቢሮ የተከፈተው ደግሞ 50ዎቹ በታኅሣሥ 1949 ነበር ።,aya,monolingual,amharic
24,"የዚህን አንቀጽ ቀጣይነት ይጻፉ - በቅርብ ጊዜ አጠቃቀም ላይ ""ግማሽ-ግዛት"" የሚለው ቃል ብዙውን ጊዜ የተጠቀሰው በተወሰኑ ክልሎች ላይ የአንድ ዓይነት የክልል ቁጥጥርን የሚጠይቁ እና የሚለማመዱ ግን ተቋማዊ ቅንጅት የሌላቸውን ታጣቂ የመለያየት ቡድኖችን ለማመልከት ነው ። እንደነዚህ ያሉት ግማሽ-ግዛቶች በቦስኒያ ጦርነት ወቅት ሪፐብሊካ ሰርፕስካ እና ሄርዞግ-ቦስኒያ እና በ 2012 ቱአሬግ አመፅ ወቅት አዛዋድ ይገኙበታል ።",aya,monolingual,amharic
25,"ጥያቄ፦ ድራኮ ማሎይ ማንን አገባ?
",aya,monolingual,amharic
26,የአልጄርያ የጥንት መንግሥት ስያሜ ምን ይባል ነበር?,aya,monolingual,amharic
27,የአክሱም መንግስት ወደ ስልጣን የመጣው መቼ ነው?,aya,monolingual,amharic
28,ኒውካስል ከሚገኙ ትምህርት ቤትዎች ውስጥ ለወንዶች ብቻ ያልሆኑ ትልቅ ትምህርት ቤቶችን ዘርዝር። የቀደመውን ጥያቄ ከግምት ውስጥ በማስገባት መልሱን የሚጠቁም ሐሳብ ጻፍ። ከ1 እስከ 20 ዓረፍተ ነገሮች ሊሆን ይችላል። አውድ:,aya,monolingual,amharic
29,ቢል ክሊንተን ከ1993 – 2001 በአሜሪካ ምን ኃላፊነት ነበረው?,aya,monolingual,amharic
30,የናሳ ተመራማሪዎች ያገኝዋትን አዲስ ፕላኔት ምን ብለው ሰየምዋት?,aya,monolingual,amharic
31,ጥያቄ: በሰማይ ውስጥ በጣም ብሩህ ኮከብ ምንድነው? መልስ፡-,aya,monolingual,amharic
32,ጥያቄ፡- በቀለማት ያሸበረቀው በዲስኒ የተዘጋጀው የመጀመሪያው ፊልም የትኛው ነው? ,aya,monolingual,amharic
33,ናይጄሪያ ነጻነቷን ያገኘችው መቼ ነው?,aya,monolingual,amharic
34,ልዑል አለማየሁ ከምን ያህል የመርርብ ጉዞ በኋላ እንግሊዝ ደረሰ?,aya,monolingual,amharic
35,ቮልታ ሐይቅ በዓለም ካሉ ከሰው ሠራሽ ሐይቆች ሲነጻጸር መጠኑ እንዴት ነው?,aya,monolingual,amharic
36,ስለ አፕል ጻፍ?,aya,monolingual,amharic
37,ጋሊሊዮ በቴሌስኮፕ የታገዘ የፀሓይ ምርምር የጀመረው መች ነበር?,aya,monolingual,amharic
38,ጥያቄ፦ ዌን ግሬትስኪ በ80ዎቹ ውስጥ ለየትኛው የሆንኪ ቡድን ተጫወተ? መልስ፦ ,aya,monolingual,amharic
39,የኢትዮጵያ ቋንቋ ምንድን ነው?,aya,monolingual,amharic
40,የመጀመሪያው የቀለም ቴሌቪዥን ስርጭት ሙከራ የተደረገው መቼ ነበር?,aya,monolingual,amharic
41,አንጎላ በአፍሪካ በየትኛው አቅጣጫ ትገኛለች?,aya,monolingual,amharic
42,ጥያቄ፦ በ1930 የመጀመሪያውን የፊፋ የዓለም ዋንጫ ያሸነፈው የትኛው አገር ነው? መልስ፦ ,aya,monolingual,amharic
43,የጣልያን ፋሺስት ጦር ኢትዮጵያን በ፲፱፻፳፰ ሲወር ንጉሠ ነገሥት የነበሩት ማን ናቸው?,aya,monolingual,amharic
44,በዩጋንዳ ብዙ ተናጋሪ ያለው ቋንቋ ምንድን ነው?,aya,monolingual,amharic
45,"ጽሑፉን ጠቅለል አድርገህ ተናገር፦  (ሲ ኤን ኤን) -- የቼክ ቴኒስ ደጋፊዎች ከ30 ዓመታት በፊት ከነበረው የቬልቬት አብዮት በፊት ታይቶ የማይታወቅ የሀብት መጨመር እያገኙ ነው። የቼክ ሪፐብሊክ የሴቶች ቡድን እሁድ እለት በተከታታይ ለሁለተኛ ዓመት የፌዴራል ዋንጫን አሸንፏል - በ 1980 ዎቹ በማርቲና ናቭራቲሎቫ የሚመራው የቼኮስሎቫኪያ ቡድን ሁሉን ያሸነፈውን ስኬት በማስታወስ ። ሉሲ ሳፋሮቫ በሴርቢያ ላይ ያሸነፈችውን ነጥብ በማስመዝገብ በፕራግ የቀድሞውን የዓለም ቁጥር 1 ጄሌና ጃንኮቪክን 6-1 6-1 በማሸነፍ በመጨረሻው ጨዋታ ላይ የማይነካ 3-1 መሪነትን አቋቁማለች ። ""በዚህ አይነት ህዝብ ውስጥ እዚህ ቤት ውስጥ መቆየት በቃላት ሊገለፅ የማይችል ነው ፣ አስገራሚ ስሜት ነው"" ብለዋል ሳፋሮቫ በዓለም ደረጃ 17 ኛ ደረጃ ላይ የሚገኙት። ""በጣም ብዙ ስሜቶችና ደስታዎች አሉ - ይህ ደግሞ በየቀኑ የምንለማመደው ስሜት ነው፣ ምንም እንኳን ለመስራት ስሜት ባይኖርህም እንኳ።"" የፌዴራል ዋንጫ ትኩሳት ፕራጋን ይመታል ። ቼኮቹ ከቅዳሜው የመክፈቻ ግጥሚያ በኋላ 2-0 ሲመሩ ሳለ ሰርቢያውያን ግን ሌላዋ የቀድሞ ቁጥር 1 የሆነችው አና ኢቫኖቪች ባለፈው ዓመት የዊምብሌዶን ሻምፒዮን የነበረችውን ፔትራ ክቪቶቫን 6-3 7-5 በማሸነፍ በጨዋታው ውስጥ ቆይታለች። ባለፈው ወር በኢስታንቡል በተካሄደው የ WTA ሻምፒዮና ላይ የዋንጫዋን መከላከያ ያጠናቀቀ ህመም ቢኖርም ከጃንኮቪች ጋር የመጀመሪያዋን ጨዋታ ያሸነፈችው ክቪቶቫ ""ብዙ ኃይል አልነበረኝም እናም በፍርድ ቤቱ ላይ ግልፅ ነበር"" ብላለች። ""ለጥቂት ጥይቶች ብቻ ለመጫወት ሞክሬ ነበር፤ ረዘም ላለ ጊዜ መጫወት አልቻልኩም፤ ለዚያም ነው ስህተት መሥራቴ የጀመረው።"" ቼኮች ከጣሊያን (2009-10) እና ከሩሲያ (2007-08) በኋላ ማዕረጉን ለመከላከል ሦስተኛው ተከታታይ ብሔር ሆነዋል ። እስከ 1988 ድረስ በአሮጌዋ ቼኮዝሎቫኪያ የተሸነፉትን አምስት ሲቆጥሩ በአውስትራሊያ የተሸነፉትን ሰባት ጋር ይዛመዳሉ - በአጠቃላይ ሁለተኛ ፣ ግን ከአሜሪካ 10 ዓይናፋር (* ዓይናፋር ሲጥቀም ምን ለማለት ፈልጎ እንደሆነ አላውቅም)። ባለፈው ዓመት የተገኘው ድል ከስሎቫኪያ ጋር በ1993 ከተለያየ ወዲህ የመጀመሪያው ነው። ይህ በእንዲህ እንዳለ ዴቪድ ፌሬር እሁድ እለት በፓሪስ በተደረገው የፍፃሜ ውድድር የጀርዚ ጃኖቪች ግዙፍ ገዳይ ሩጫን ካቆመ በኋላ የመጀመሪያውን የኤቲፒ ማስተርስን ማዕረግ አነሳ ። አምስተኛው ደረጃ ላይ የሚገኘው ስፔናዊው 6-4 6-3 አሸንፎ ከዓለም አራቱ ምርጥ ተጫዋቾች ውጪ ከሮቢን ሶደርሊንግ ወዲህ ከሁለት ዓመት በፊት በተመሳሳይ ውድድር ማስተር 1000 ውድድርን ያሸነፈ የመጀመሪያው ተጫዋች ሆኗል ። የፖላንድ 69ኛ ደረጃ...",aya,monolingual,amharic
46,ንግስት ሳባ ወደ ንጉሥ ሰሎሞን ሄዳ ጥያቄ ስለማቅረቧ የሚያወሳው ታሪክ በየትኛው የመጽሐፍ ቅዱስ ክፍል ላይ ይገኛል?,aya,monolingual,amharic
47,የአሜሪካ የስደተኖች ኮሚቴ ባቀረበው የ2008 እ.ኤ.አ. የዓለም ስደተኞች አጠቃላይ ቅኝት መሠረት በሴኔጋል በ2007 እ.ኤ.አ. ምን ያህል ስደተኞች ይገኛሉ?,aya,monolingual,amharic
48,ጥያቄ፦ በዓለም ላይ ትንሹ ሀገር ማናት? መልስ፦ ,aya,monolingual,amharic
49,አዲስ አበባ የተመሰረተችው መች ነው?,aya,monolingual,amharic
50,ጆሲፕ ብሮዝ ከሀገሩ ሰዎች ምን ያህል ሽልማቶችን ተቀብሏል? የቀደመውን ጥያቄ ከግምት ውስጥ በማስገባት መልሱን የሚጠቁም ሐሳብ ጻፍ። ከ1 እስከ 20 ዓረፍተ ነገሮች ሊሆን ይችላል። አውድ:,aya,monolingual,amharic
51,የኢትዮጵያ ልብ ህክምና ማዕከል 30ኛ ዓመት ክብረ በዓል ላይ በዶ/ር ዓብይ ሽልማት የተሰጣቸው ዶክተር ማናቸው?,aya,monolingual,amharic
52,"ከዚህ በታች የተዘረዘሩትን ትዊቶች የምትመድበው ከየትኛው የስሜት ዓይነት ነው? አዎንታዊ ፣ አሉታዊ ፣ ወይም ገለልተኛ
ኣማራና ሽንፊላ ታጥቦ ኣይጠራም ተብሎ ነበር...እኛ ግን እኮ ዘፍዝፈን ነበር ያጠብናችሁ። this time በበረኪና እስክትበጣተሱ",aya,monolingual,amharic
53,ክርስትናን ለኢትዮጵያ ያስተዋወቀው አቡነ ሰላማ መቃብር የት ይገኛል?,aya,monolingual,amharic
54,የአዲስ አበባ ዩኒቨርሲቲ መገኛ ከተማ ማናት?,aya,monolingual,amharic
55,የቶክ ፒሲን አጀማመር በየትኛው ውቅያኖስ ላይ ባሉ ደሴቶች የነበሩ ሰዎች ነበሩ?,aya,monolingual,amharic
56,ሊቢያ ኦይል በኢትዮጵያ የአውሮፕላን ነዳጅ ሽያጭ ምን ያህል ድርሻ አለው?,aya,monolingual,amharic
57,ስንት ሰዓት ነው?,aya,monolingual,amharic
58,ለ29ኛውን የአፍሪካ ዋንጫ ማጣሪያ የኢትዮጵያ የእግር ኳስ ብሔራዊ ቡድን ከሱዳን አቻው ጋር የት ባደረገው ጨዋታ ነው አዳነ ግርማ በግንባሩ ገጭቶ ጎል ያስቆጠረው?,aya,monolingual,amharic
59,በአውስትራሊያ የቀለም ቴሌቭዥን ስርጭት የተጀመረው መቼ ነው?,aya,monolingual,amharic
60,ጥያቄ፦ ረጅሙን ዓለም አቀፍ ድንበር የሚጋሩት ሁለቱ አገሮች የትኞቹ ናቸው? መልስ፦ ,aya,monolingual,amharic
61,በጋና ከ1662 እስከ 1949 ዓም የቆየው መንግሥት ምን ተብሎ ይጠራ ነበር?,aya,monolingual,amharic
62,"""የቢጫ/የብርቱካን ቀለም ያለው መብራት አቋራጭ መስቀለኛ መንገድ ላይ ለማቆም ዝግጁ መሆንን የሚያመለክት ከሆነ"" የሚለው ጥያቄ ምን ማለት ነው? ርዕሰ ጉዳዩ የትራፊክ መብራት ነው።",aya,monolingual,amharic
63,በቦይንግ 737 ማክስ አውሮፕላን ላይ የዲዛይን ክፍተት መኖሩን ያረጋገጠው ማነው?,aya,monolingual,amharic
64,አፈወርቅ ተክሌ የምህንድስና ትምህርታቸውን ትተው ኪነጥበብ ለማጥናት ለመጀመሪያ ጊዜ የገቡበት ትምህርት ቤት ምን ይባላል?,aya,monolingual,amharic
65,ሞሪታንያ የምትገኘው የት አህጉር ነው?,aya,monolingual,amharic
66,ሁሉም የዚምባቡዌ ፓርቲዎች በለንደን ተገናኝተው የእርስ-በርስ ጦርነቱን ለማቆም የላንካስተር ቤት ስምምነትን የተፈራረሙት መቼ ነበር?,aya,monolingual,amharic
67,የቆዳ ጃኬት የአገር ውስጥ ይሻላል ወይስ የውጭ?,aya,monolingual,amharic
68,ሳምሰንግ በዓመቱ ሊሸጣቸው ገበያ ላይ ከዋሉት ስማርት ስልኮች ውስጥ በብዛት የተሸጠው ሞዴል ምን ይባላል?,aya,monolingual,amharic
69,"የሚከተሉትን ነጥቦች በአጭሩ አጠቃልል: -እ.ኤ.አ. በ2018 በኤርትራ ታሪካዊ ጉብኝት ያደረጉት አዲሱ ጠቅላይ ሚኒስትር አብይ አህመድ በሁለቱ ሀገራት መካከል የነበረውን ግጭት አስቆመዋል። ለ20 ዓመታት የዘለቀውን በኢትዮጵያ እና በኤርትራ መካከል የተካሄደውን ጦርነት ለማስቆም ላደረጉት ጥረት አብይ አህመድ በ2019 የሰላም የኖቤል ሽልማት ተሸልመዋል።[204] እ.ኤ.አ. በኤፕሪል 2018 ስልጣን ከያዙ በኋላ፣ የ46 አመቱ አብይ የፖለቲካ እስረኞችን አስፈትተዋል፣ ለ2019 ፍትሃዊ ምርጫ እንደሚደረግ ቃል ገብተዋል እና አጠቃላይ የኢኮኖሚ ማሻሻያዎችን አስታውቀዋል። ከጁን 6 2019 ጀምሮ ሁሉም ቀደም ሲል ሳንሱር የተደረገባቸው ድረገጾች እንደገና ተደራሽ እንዲሆኑ ተደርገዋል፣ ከ13,000 በላይ የፖለቲካ እስረኞች ተለቀዋል እና በመቶዎች የሚቆጠሩ የአስተዳደር ሰራተኞች እንደ ማሻሻያው አካል ተባረዋል።",aya,monolingual,amharic
70,አንድ ሰው በጨለማ ክፍል ውስጥ ሆኖ በመስኮት በኩል ሲመለከት በቀን ብርሃን ውጭ ያለውን ሰው በግልጽ ማየት ይችላል። ከቤት ውጭ ያለ ሰው ግን ውስጣችንን ማየት አይችልም። የኋላ ታሪክ ከነዚህ ውስጥ አንዱን ምረጥ፦ 1. በክፍሉ ውስጥ ካለው ሰው ላይ የሚያንፀባርቀው በቂ ብርሃን የለም። 2. የብርሃን ጨረር በመስኮት ውስጥ ሁለት ጊዜ ማለፍ አይችልም። 3. ውጫዊው ብርሃን በዊንዶውስ በኩል አያልፍም። 4. የፀሐይ ብርሃን እንደ ሌሎች የብርሃን ምንጮች ጠንካራ አይደለም ።,aya,monolingual,amharic
71,"ኢትዮጵያ በ2013 \""ET-Smart RR\"" የተሰኘችውን ሳተላይት ማምጠቋን ማን አስታወቀ?",aya,monolingual,amharic
72,በጣና ሐይቅ ከሚገኙ ደሴቶች የቀደምት ኢትዮጵያውን መሪዎች መቃብር የሚገኘው በየትኛው ነው?,aya,monolingual,amharic
73,ጥያቄ፡- በዩናይትድ ኪንግደም ሰኔ 2 ቅዳሜ ምን ይከበራል? መልስ፡- ,aya,monolingual,amharic
74,የጣና ሐይቅ ርዝመት ምን ያህል ነው?,aya,monolingual,amharic
75,ጥያቄ፡- በናይጄሪያ ትልቁ ተራራ ምን ይባላል? መልስ፦,aya,monolingual,amharic
76,"የጥሩ አሽከርካሪ ስነምግባር የትኛው ነው?

ሀ. የመንገድ ዳር ምልክቶችን ጠንቅቆ ማወቅ
ለ. ሁሉም መልስ ናቸው
ሐ. ከፊት ያለውን ተሸከርካሪ በተገቢ ርቆ ማሽከርከር
መ. የመንገድ ምልክቶችን እና የትራፊክ ፖሊን ትዕዛዝ ማክበር",aya,monolingual,amharic
77,ጥያቄ፡- ኬንያ ከእንግሊዝ ቅኝ ግዛት የወጣችው መቼ ነው? ,aya,monolingual,amharic
78,ቶማስ ጄፈርሰን ያቋቋሙት ዩኒቨርሲቲ ምን ይባላል?,aya,monolingual,amharic
79,ሄሎ ማን ልበል?,aya,monolingual,amharic
80,ፋሺሽት ጣልያን ድጋሚ ኢትዮጵያን ሲወር የተጠቀመበት መርዛማ ኬሚካል ምን ይባላል?,aya,monolingual,amharic
81,ኢትዮጵያ ለመጀመሪያ ጊዜ ዓለምአቀፍ ሥነፈለግ (አስትሮኖመር) ህብረት ሲምፖዚየም የምታዘጋጀው መቼ ነው?,aya,monolingual,amharic
82,በሴኔጋል ፓርላማ ውስጥ ካሉት ምክር ቤቶች አንዱ የብሔራዊ ስብስብ ምን ያህል መቀመጫዎች አሉት?,aya,monolingual,amharic
83,ፌስቡክ ሶስተኛ ወገን የመረጃ ትክክለኛነት ማረጋገጫ ፕሮግራም በስንት አፍሪካ ሀገሮች ለመተግበር ወሰነ?,aya,monolingual,amharic
84,"""እግር ኳስ በሁለት ቡድኖች መካከል የሚካሄደው የቡድን ስፖርት ሲሆን እያንዳንዳቸው በኳስ የሚጫወቱ 11 ተጨዋቾች ናቸው።እግር ኳስ በ250 ሚሊዮን ተጨዋቾች የሚጫወተው በአለም ላይ ከሁለት መቶ በሚበልጡ ሀገራት ነው ስለዚህ በአለም ላይ በጣም ተወዳጅ እና የተስፋፋው ስፖርት ነው። እግር ኳስ የሚካሄደው አራት ማዕዘን ቅርጽ ባለው ሜዳ ሲሆን በሁለቱም በኩል ሁለት ግቦችን በማስቆጠር የጨዋታው ዓላማ ኳሱን ወደ ጎል በመምታት ግቦችን ማስቆጠር ነው። የቀደመው አንቀጽ ርዕሰ ጉዳይ ምንድን ነው?",aya,monolingual,amharic
85,ጥያቄ፦ አዲስ አበባ ከተማ ከባህር ጠለል በምን ያህል ከፍታ ትገኛለች?	,aya,monolingual,amharic
86,አንጎላ ከቅኝ ግዛት የተላቀቀቸው መቼ ነበር?,aya,monolingual,amharic
87,ታክሲው አልመጣም?,aya,monolingual,amharic
88,"ዴቪድ, ጃክ እና ማርክ በአንድ ኩባንያ ውስጥ ባልደረቦች ናቸው. ዴቪድ ጃክን ይቆጣጠራል፣ እና ጃክ ማርክን ይቆጣጠራል። ዴቪድ ከጃክ የበለጠ ደሞዝ ያገኛል። ከላይ ከተገለጹት መግለጫዎች ምን ማለት ይቻላል?
ሀ. ጃክ ከማርቆስ የበለጠ ደሞዝ ያገኛል።
ለ. ዳዊት ልክ እንደ ማርቆስ ደሞዝ ያገኛል።
ሐ. አንድ ሰራተኛ ከራሱ የበለጠ ደሞዝ የሚያገኘውን ይቆጣጠራል።
መ. አንድ ሰራተኛ ከራሱ ያነሰ ደሞዝ የሚያገኘውን ይቆጣጠራል።",aya,monolingual,amharic
89,ጥያቄ:-ብዙውን ጊዜ በዓለም የመጀመሪያ መኪና እንደፈጠረ የሚነገርለት ማን ነው? መልስ:-,aya,monolingual,amharic
90,"የጥሩ አሽከርካሪ ስነምግባር የትኛው ነው?

ሀ. የመንገድ ዳር ምልክቶችን ጠንቅቆ ማወቅ
ለ. ከፊት ያለውን ተሸከርካሪ በተገቢ ርቆ ማሽከርከር
ሐ. የመንገድ ምልክቶችን እና የትራፊክ ፖሊን ትዕዛዝ ማክበር
መ. ሁሉም መልስ ናቸው",aya,monolingual,amharic
91,ጨረቃ በምድር ዙሪያ ለመጓዝ ስንት የምድር ቀናት ያህል ይወስዳል? መልስህን ከዚህ ውስጥ ምረጥ፦ (ሀ) 1 ቀን (ለ) 27 ቀናት (ሐ) 180 ቀናት (መ) 365 ቀናት,aya,monolingual,amharic
92,በ1898 የኤርትራ ዋና ከተማ ወደ አስመራ የተዛወረው ከየት ነበር?,aya,monolingual,amharic
93,በአንጎላ መጀመሪያ የመጡት ነዋሪዎች እነማን ነበሩ?,aya,monolingual,amharic
94,ካፒቴን ስፒዲ ልዑል አለማየሁን እንዲጠብቅ የመደበው ማን ነው?,aya,monolingual,amharic
95,የግሪኩ ፈላስፋ አሪስጣጣሊስ መች ነበር ስለሕገ መንግሥት ሀሣብ ለይቶ ያወቀው?,aya,monolingual,amharic
96,"የፀሓይ ብርሃን መሬት ለመድረስ ምን ያህል ጊዜ ይወስድበታል?
",aya,monolingual,amharic
97,በሴኔጋል ካሉ ባህላዊ ስፖርታዊ ውድድሮች የሚወደደው ምንድን ነው?,aya,monolingual,amharic
98,ላሊበላ ከባህር ጠለል በምን ያህል ከፍታ ላይ ትገኛለች?,aya,monolingual,amharic
99,ልዑል ራስ መኮንን የማን አባት ናቸው?,aya,monolingual,amharic
