id,prompt,source,task,language
2010,"Kutsanya kunorevei?
Context:Kutsanya kurega kudya uye pane dzimwe nguva kunwa. Kubva mumamiriro ezvinhu ezvepanyama, ""kutsanya"" kunogona kureva mamiriro emunhu asina kudya husiku hwese (ona ""Kudya kwemangwanani""), kana kune mamiriro emagetsi akawanikwa mushure mekudya kwakakwana uye kunwa kwechikafu. Shanduko yemetabolism mukutsanya inotanga mushure mekudya (kazhinji 3<unk>5 maawa mushure mekudya).",dolly,monolingual,shona
2011,"chii chinonzi petrified wood
Context:Matanda akaomeswa, anozivikanwawo semuti wakaomeswa (kubva kuChigiriki chekare πέτρα zvinoreva 'dombo' kana 'dombo'; chaizvo 'danda rakashandurwa kuita dombo'), izita rakapihwa kune yakasarudzika mhando yematanda akaomeswa, zvisaririra zvakaomeswa zvezvirimwa zvepasi. Petrifaction imhedzisiro yemuti kana miti yakaita semuti yakatsiviwa nedombo kuburikidza nemaitiro emaminerari ayo anowanzo sanganisira permineralization uye kutsiva. Zvinhu zvinogadzira zvinhu zvinoumba madziro etsinga zvakatevedzana nemaminerari (kunyanya silica iri muchimiro cheopal, chalcedony, kana kuti quartz). Mune zvimwe zviitiko, chimiro chepakutanga chedumbu racho chinogona kungochengetwa zvishoma. Kusiyana nezvimwe zvisaririra zvezvirimwa, izvo zvinowanzova zviratidzo kana kuti zvigadziriro, huni dzakaomeswa zvidhina chiratidzo chine mativi matatu chezvinhu zvokutanga zvinorarama.  Nzira yokuita matombo inoitika pasi pevhu, apo huni dzinova dzakavigwa mumvura kana kuti madota anoputika. Kuvapo kwemvura kunoderedza kuwanika kweoxygen iyo inodzivisa kuora kwemhepo nemabhakitiriya nefungi. Mvura ine zvicherwa inoyerera nomumadhaka inogona kutungamirira kupemineralisation, iyo inoitika apo zvicherwa zvinodonha kubva mumhinduro zvichizadza mukati memasero nedzimwe nzvimbo dzisina chinhu. Munguva yokutsiva, masvingo etsero yomuti anoita setemberi yokugadzirwa kwemaminerari. Panofanira kuva nechiyero pakati pokuparara kwecellulose nelignin uye kugadzirwa kwemaminerari kuitira kuti udzame hwamasero huchengetwe nokutendeka. Zvizhinji zvezvinhu zvinogadzirwa nemiti zvinowanzoora, zvisinei zvimwe zvelignin zvingasara. Silica muchimiro cheopal-A, inogona kukwirisa uye kupinza huni nekukurumidza munzvimbo dzinopisa. Zvisinei, huni dzakaomeswa dzinonyanya kuzivikanwa semiti yakanga yakavigwa mumadhaka ane tsanga dzakanaka emadhelta nemipata ine mafashamo kana kuti mahara anoputika nemarara. Sango rine zvinhu zvakadaro rakava dombo rinozivikanwa sesango rakava dombo.",dolly,monolingual,shona
2012,Nei vanhu vachinakidzwa nokushambira,dolly,monolingual,shona
2013,Nyora tsamba kuvabereki vangu uchitsanangura zvikonzero nei vachifanira kunditengera kamba,dolly,monolingual,shona
2014,"Elon Musk aibatanidzwa sei muPaypal?
Context:Vanhu vanonzi nemapepanhau inhengo dzePayPal Mafia vanosanganisira:  Peter Thiel, muvambi wePayPal uye aimbova mukuru mukuru uyo dzimwe nguva anonzi ""don"" wePayPal Mafia Max Levchin, muvambi uye mukuru wezvemagetsi paPayPal Elon Musk, mubatsiri-muvambi weZip2, muvambi weX.com iyo yakabatanidzwa neConfinity kuumba PayPal. Musk akazotanga SpaceX, akazotanga Tesla, Inc., akazotanga OpenAI, Neuralink, akazotanga The Boring Company, uye akazova muridzi weTwitter, Inc. David O. Sacks, aimbova PayPal COO uyo akazotanga Geni.com uye Yammer Scott Banister, chipangamazano wokutanga uye nhengo yedare rePayPal. Roelof Botha, aimbova CFO wePayPal uyo akazova mubatiri uye Senior Steward we venture capital firm Sequoia Capital Steve Chen, aichimbova injinjini wePayPal uyo akabatanidza-kuvamba YouTube. Reid Hoffman, aimbova mutevedzeri wemutungamiri mukuru uyo akazotanga LinkedIn uye akanga ari mubhadhari wekutanga mu Facebook, Aviary Ken Howery, aimbova CFO wePayPal akazova shamwari paFounders Fund Chad Hurley, aimbova PayPal web designer uyo akabatanidza YouTube Eric M. Jackson, uyo akanyora bhuku rinonzi The PayPal Wars uye akava mukuru mukuru weWND Books uye akabatanidza CapLinked Jawed Karim, aimbova injiniya wePayPal uyo akabatana neYouTube Jared Kopf, aimbova PayPal (mubatsiri mukuru waPeter Thiel) uyo akabatanidza Slide, HomeRun uye NextRoll Dave McClure, aimbova mutungamiriri wePayPal wokutengeserana, mutengesi mukuru wemakambani ari kutanga Andrew McCormack, mubatsiri-muvambi weValar Ventures Luke Nosek, PayPal co-muvambi uye aimbova mutevedzeri wemutungamiri wekushambadzira uye zano, akazova mudiwa paVavambi Fund naPeter Thiel naKen Howery Keith Rabois, aimbova mukuru mukuru paPayPal uyo akazoshanda paLinkedIn, Slide, Square, Khosla Ventures, uye parizvino naPeter Thiel kuFounders Fund, uye akaisa mari muTokbox, Xoom, Slide, LinkedIn, Geni, Room 9 Varaidzo, YouTube, uye Yelp Jack Selby, aimbova mutevedzeri wemutungamiri wekambani nekusimudzira kwenyika dzepasi rose paPayPal uyo akabatanidza Clarium Capital naPeter Thiel, akazova maneja maneja weGrandmaster Capital Management Premal Shah, aimbova maneja wechigadzirwa paPayPal, akava purezidhendi anotanga weKiva.org Russel Simmons, aimbova injiniya wePayPal uyo akabatana neYelp Inc. Jeremy Stoppelman, aimbova mutevedzeri wemutungamiri wezvekugadzirwa kwezvinhu paPayPal uyo akazotangawo Yelp Yishan Wong, aimbova maneja wezvekugadzira paPayPal, akazoshanda paFacebook uye akazova CEO weReddit",dolly,monolingual,shona
2015,"Chii chinonzi kukwasva?
Context:Kukwasva, dzimwe nguva kunonzi crew muUnited States, mutambo wemakwikwi engarava uchishandisa magwa. Unosiyana nemitambo yokufambisa nechikepe pakuti magwatidziro okufambisa nechikepe anobatanidzwa nechikepe pachishandiswa zvigadziko, nepo magwatidziro asingabatanidzwi nechikepe. Kukwasva kwakakamurwa kuva miitiro miviri: kukwasva netsoka uye kukwasva netsoka. Pakukwasva, mudziviriri mumwe nomumwe anobata magwava maviri - rimwe muruoko rumwe norumwe, nepo pakufambisa mudziviriri mumwe nomumwe anobata magwava maviri nemaoko ose. Kune makirasi anoverengeka ezvikepe umo vatambi vangakwikwidzana, kubvira pazvikepe zvinokwasva, zvinokwasviwa nomunhu mumwe, kusvikira kuzvikepe zvine vafambisi vasere uye mutyairi, zvinonzi masere. Kune marudzi akasiyana-siyana emakwikwi uye mafomati emakwikwi, asi mazhinji emakwikwi epamusoro uye makwikwi emakwikwi anoitwa pamakwikwi emvura akadzikama makiromita maviri (1.2 mi) akareba nemigwagwa yakati wandei yakaratidzwa uchishandisa mabhuru.",dolly,monolingual,shona
2016,"Tichifunga nezvechikamu ichi chinotaura nezvenhamba yevanhu vanogara muOsaka, ndevapi vanhu vakawanda vakambogara muOsaka panguva imwe chete?
Context:Nhamba dzevanhu dzakanyorwa muOsaka kubvira kare kare muna 1873, mukutanga kwenguva yeMeiji. Maererano nekuverengwa kwevanhu muna 2005, kwaive nevagari ve2,628,811 muOsaka, kuwedzera kwe30,037 kana 1.2% kubva muna 2000. Paiva nemhuri 1.280.325 dzaiva nevanhu vanenge 2,1 pamhuri. Chiverengero chavagari vemo chaiva vanhu 11.836 pa km2. Kudengenyeka kwenyika kukuru kweKantō kwakakonzera kutama kwevanhu vakawanda kuenda kuOsaka pakati pa1920 na1930, uye guta racho rakava guta guru reJapan muna 1930 nevanhu 2,453,573, vachitopfuura kunyange Tokyo, iyo yaiva nevanhu 2,070,913. Vagari vakakwira kusvika pa 3,252,340 muna 1940, uye vakava nenhamba yepamusoro yepashure pehondo ye 3,156,222 muna 1965, asi vakaramba vachiderera kubvira ipapo, sezvo vagari vakabuda vachienda kumaguta.  Paive ne144,123 vatorwa vakanyoreswa, mapoka makuru maviri ari maKorea (60,110) nemaChinese (39,551) mugore ra2021. Ikuno, nedunhu rayo reTsuruhashi, musha weimwe yenhamba huru zvikurusa yavagari veKorea muJapan, vane 20 397 vakanyoresa veZainichi veKorea.",dolly,monolingual,shona
2017,Chii chinonzi piyano?,dolly,monolingual,shona
2018,Udza mwana nyaya yedhinosoro rinotamba baseball asi rinofanira kuzorora nemhaka yokukuvara,dolly,monolingual,shona
2019,"Ndeapi marudzi ezvinetso muhurumende anogona kushandiswa neAI kugadzirisa
Context:Kushandiswa kweAI muhurumende kwakakura uye kwakasiyana-siyana, neDeloitte ichifunga kuti ""Tekinoroji dzekuziva dzinogona kupedzisira dzachinja zvese zvinoitwa nehurumende"". Mehr anoti mhando nhanhatu dzezvinetso zvehurumende dzakakodzera kushandiswa kweAI: - Kugoverwa kwezviwanikwa - zvakadai apo rutsigiro rwehutungamiri runodikanwa kupedzisa mabasa nokukurumidza. - Big datasets - apo idzi dzakakura zvikuru kuti vashandi vashande zvakanaka uye datasets dzakawanda dzinogona kubatanidzwa kuti dzipe nzwisiso huru. - Kushaikwa kwenyanzvi - kusanganisira apo mibvunzo inokosha yaigona kupindurwa uye nhau dzezvikamu zviduku dzinogona kudzidzwa. - Chiitiko chinogona kufanofungidzirwa - mashoko enhoroondo anoita kuti mamiriro ezvinhu afanofungidzirwa. - Nzira - mabasa anodzokororwa apo zvinopinda kana zvinobuda zvine mhinduro yechipiri. - Mashoko akasiyana-siyana - apo mashoko anotora zvimiro zvakasiyana-siyana (zvakadai sokuona uye mutauro) uye anofanira kupfupikiswa nguva dzose.",dolly,monolingual,shona
2020,Kufanotaura mamiriro okunze kunoitwa sei?,dolly,monolingual,shona
2021,Mativi api anoumbwa nemitsetse yakarurama?,dolly,monolingual,shona
2022,"Kubva mundima, ndiudzei kuti ndeipi iri yechina pakureba areka yepanyama munyika
Context:Landscape Arch is a natural arch in Arches National Park, Utah, United States. Iri pakati pemakona ematombo akareba kupfuura mamwe ose munyika. Chivako chacho chiri pakati pezvimwe zvakawanda zviri munharaunda yeDevils Garden iri kuchamhembe kwepaki yacho. Landscape Arch yakatumidzwa naFrank Beckwith uyo akaongorora nzvimbo yacho munguva yechando ya1933-1934 semutungamiri wesayenzi yeArches National Monument. Chipfigiso chinogona kusvikwa ne0.8 mi (1.3 km) yakaenzana netsoka dzematombo.  The Natural Arch and Bridge Society (NABS) inofunga kuti Landscape Arch ndiyo yechishanu yakareba kupfuura dzose pasi rose, pashure pemakona mana muChina. Muna 2004, nzvimbo yeLandscape Arch yakayerwa pa 290.1 ft (88.4 m), ±0.8 ft (0.24 m), nekukwirira kwe 77.5 ft (23.6 m). NABS yakayera kureba kweKolob Arch iri muZion National Park pa287 ft (87 m) muna 2006.  Zviitiko zvitsva zvakanyorwa zvematombo zvakaitika muma1990 apo rimwe dombo guru rakawa muna 1991 uye ipapo mamwe matombo makuru maviri akaitika muna 1995. Kubvira pakadonha matombo, nzira iri pasi pemukova yakavharwa.",dolly,monolingual,shona
2023,Fungidzira kuti unofanira kupedza vhiki uri pachitsuwa chisina vanhu. Ndezvipi zvinhu zvishanu zvaunouya nazvo uye nei?,dolly,monolingual,shona
2024,"Zvinotora nguva yakareba sei kuti tsanga yemasitadhi imere?
Context:Mbeu yesinapisi mhodzi duku dzakakomberedza dzemarudzi akasiyana-siyana emiti yesinapisi. Mbeu dzacho dzinowanzoita 1 kusvika ku2 millimetres (0.039 kusvika ku0.079 in) uye dzinogona kuva neruvara rwakaita seruvara rwakachena kusvika rutsvuku. Zvinoshandiswa sezvinonhuwira zvinokosha muzvokudya zvakawanda zvomunharaunda yacho uye zvinogona kubva mune chimwe chezvirimwa zvitatu zvakasiyana-siyana: sinapi dema (Brassica nigra), sinapi tsvuku (B. juncea), kana kuti sinapi chena (Sinapis alba).  Kupura nokubatanidza mbeu nemvura, vhiniga kana kuti zvimwe zvinwiwa kunogadzira muto une ruvara rweruvara rwegirini unonzi muto wakagadzirwa.  Mbeu yesinapisi inowanzotora mazuva masere kusvika kugumi kuti itumbuke kana ikaiswa mumamiriro ezvinhu akakodzera, anosanganisira kutonhora uye ivhu rakanyorova.",dolly,monolingual,shona
2025,"Ndeipi yaiva kamera yokutanga isina girazi yaiva pamusika?
Context:Sony ndiyo yakatanga kuunza kamera isina girazi yakazara, iyo α7, muna 2013.",dolly,monolingual,shona
2026,Nyora nyaya pfupi pamusoro pomunhu anowana kamuri rakavanzwa mumba mavo. Nhau yacho inofanira kuva nomugumo wakajeka.,dolly,monolingual,shona
2027,"Zvichienderana nendima iyi, Kennedy aiva nevanun'una vangani?
Context:Kennedy akaberekwa musi waFebruary 22, 1932, paSt. Margaret's Hospital muDorchester chikamu cheBoston, Massachusetts. Akanga ari muduku pavana vapfumbamwe vaJoseph Patrick Kennedy naRose Fitzgerald, nhengo dzemhuri dzakakurumbira dzeIrish American muBoston. Vakaumba imwe yemhuri dzakapfuma zvikurusa murudzi pashure pokuroorana kwavo. Vanun'una vake vasere vaiva Joseph Jr., John, Rosemary, Kathleen, Eunice, Patricia, Robert, uye Jean. Mukoma wake mukuru John akakumbira kuti ave godfather wechechecheche, chikumbiro icho vabereki vake vakakudza, kunyange zvazvo vasina kubvumirana nechikumbiro chake chokutumidza mwana wacho George Washington Kennedy (Ted akaberekwa pazuva rekuzvarwa kwe200 kweMutungamiri George Washington). Vakatumidza mukomana wacho zita romubatsiri wababa vavo.",dolly,monolingual,shona
2028,"Kubvira parondedzero yemigwagwa kusvika kumhando dzakasiyana-siyana dzemotokari dzaTesla. Nyorai migumisiro iri mumhando yakaparadzaniswa nekoma.
Context:Tesla, Inc. (/ˈtɛslə/ TESS-lə kana /ˈtɛzlə/ TEZ-lə[a]) ikambani yemarudzi akawanda yeAmerica yemotokari uye simba rakachena rine dzimbahwe muAustin, Texas, United States. Tesla inogadzira uye inogadzira motokari dzemagetsi (motokari dzemagetsi nemarori), mabhatiri ekuchengetedza simba kubva kumba kuenda kune grid-scale, solar panels uye solar roof tile, uye zvigadzirwa zvine chekuita nazvo nemasevhisi. Tesla ndeimwe yemakambani anokosha zvikuru munyika uye, kubvira muna 2023, ndiyo inogadzira motokari inokosha zvikuru munyika. Muna 2021, kambani yaive nekutengesa kwakawanda pasi rese kwemabhatiri emagetsi emagetsi uye plug-in mota dzemagetsi, ichitora 21% yebhatiri-yemagetsi (yemagetsi chete) musika uye 14% yeiyo plug-in musika (inosanganisira plug-in mahybrids). Kuburikidza nekambani yayo yeTesla Energy, kambani inovandudza uye inonyanya kuisa photovoltaic masisitimu muUnited States. Tesla Energy ndeimwe yevatengesi vepasi rose vakakurisa vemabhatiri ekuchengetedza magetsi, iine 3.99 gigawatt-awa (GWh) yakaiswa muna 2021.  Tesla yakavambwa muna Chikunguru 2003 naMartin Eberhard naMarc Tarpenning seTesla Motors. Zita rekambani iyi rinoremekedza muvambi uye injiniya wemagetsi ainzi Nikola Tesla. MunaFebruary 2004, kuburikidza nekudyara kwemamirioni emadhora mazana matanhatu nemashanu, Elon Musk akazove mugovani mukuru wekambani. Akashanda se CEO kubva muna 2008. Maererano naMusk, chinangwa cheTesla ndechokubatsira kukurumidza kufamba kune zvekufambisa uye simba, rinowanikwa kuburikidza nemotokari dzemagetsi uye simba rezuva. Tesla yakatanga kugadzirwa kwemotokari yayo yokutanga, motokari yemitambo yeRoadster, muna 2008. Izvi zvakateverwa neModel S sedan muna 2012, Model X SUV muna 2015, Model 3 sedan muna 2017, Model Y crossover muna 2020, uye Tesla Semi rori muna 2022. Iyo kambani inoronga kutanga kugadzirwa kweCybertruck light-duty pickup rori muna 2023. Model 3 ndiyo mota yemagetsi inotengesa zvakanyanya pasi rose, uye, muna Chikumi 2021, yakava mota yemagetsi yekutanga kutengesa mamirioni emamiriyoni pasi rose. Kuendesa kwaTesla mugore rose ra2022 kwaive nemotokari dzinosvika mamiriyoni 1,31 dzakawedzera nezvikamu makumi mana kubva muzana zvichienzaniswa negore rapfuura, uye kutengesa kwese kwakasvika mamiriyoni matatu emotokari muna Nyamavhuvhu 2022. Muna Gumiguru 2021, kukosha kwemusika kwaTesla kwakasvika $ 1 trillion, kambani yechitanhatu kuita kudaro munhoroondo yeUS.  Tesla yave iri nyaya yematare edzimhosva akawanda, kuongororwa nehurumende, kutsoropodzwa nevatori venhau, uye nharo dzeveruzhinji dzinobva mukutaura uye zviito zve CEO Elon Musk uye kubva kune zvinopomerwa zvekuzvidzivirira, kutyorwa kwekodzero dzevashandi, uye kukanganisa nezvigadzirwa zvavo.",dolly,monolingual,shona
2029,"RAND Corporation inoitei?
Context:The RAND Corporation (kubva mashoko ""tsvakurudzo uye kukura"") chinhu nonpartisan American nonprofit munyika yose itsika pfungwa chikwata uye tsvakurudzo sangano kuti anoita tsvakurudzo uye kukura (R & D) muminda akawanda uye maindasitiri kusanganisira National kuchengeteka, muchiuto-dziviriro, Aerospace, dzidzo, utano hwevanhu, simba, zvakatipoteredza (zvakatipoteredza sayenzi, zvidzidzo), zvoupfumi, sayenzi enyika uye dzakawanda ukama, kwezvivako, mutemo uye criminology (mutongo kururamisira), anthropology, Sociology, magariro mutemo, sayenzi munzanga, sayenzi dzinongoitika, zvemichina, ouinjiniya, masvomhu, uye kushandisa kwavo paruzhinji mutemo, hurumende, uye mabhizimisi kutarisirwa nyaya.",dolly,monolingual,shona
2030,Ndezvipi zvakanakira kana ndaigona kutenderedza musoro wangu seGuku?,dolly,monolingual,shona
2031,Ndibatsirei kuti ndiwane pfungwa nhatu dzebhizimisi idzva uye kuti ndingatanga sei,dolly,monolingual,shona
2032,"MaHimalaya ari kupi?
Context:Himalaya, kana Himalaya (/ˌhɪməˈleɪ.ə, hɪˈmɑːləjə/; Sanskrit: [ɦɪmaːlɐjɐ]; kubva kuSanskrit himá 'chando, chando', uye ā-laya 'kugara, nzvimbo'), inzvimbo yemakomo muAsia, inoparadzanisa mapani eIndia subcontinent kubva kuTibetan Plateau. Nharaunda yacho ine mamwe emakomo akakwirira zvikurusa epasi, kubatanidza akakwirira zvikurusa, Mount Everest. Misoro inopfuura 100 inopfuura mamita 7.200 (23,600 ft) mukukwirira iri muHimalaya.",dolly,monolingual,shona
2033,Nyora ndima pfupi pamusoro pokukanganisa kunoita zvokudya utano hwevanhu.,dolly,monolingual,shona
2034,Chii chinoita kuti mapapiro endege abhururuke?,dolly,monolingual,shona
2035,Ndeipi iri nzira yakanakisisa yokuchengeta nayo ganda usiku?,dolly,monolingual,shona
2036,"Kubva pamanyorerwo akaitwa nzvimbo yacho, tsanangura zvinhu zvikuru zviri paJupiter
Context:Jupiter (4.951<unk>5.457 AU (740.7<unk>816.4 miriyoni km; 460.2<unk>507.3 miriyoni mi) kubva kuZuva), pa 318 MEarth, ine 2.5 nguva yakawanda yemamwe mapuraneti ose akabatanidzwa. Rakaumbwa zvikurukuru nehydrogen nehelium. Kupisa kukuru kwemukati meJupiter kunogadzira zvinhu zvisingachinji mumhepo yakapoteredza, zvakadai semapapiro emakore uye Great Red Spot. Pasi rine simba remagineti rinosvika 4.2<unk>14 Gauss rinotambanuka makiromita 22<unk>29 miriyoni, zvichiita kuti, mune zvimwe zvinhu, ive chinhu chikuru muSolar System. Jupiter ine masatellite 95 anozivikanwa. Makuru acho mana, Ganymedes, Callisto, Io, uye Europa, anonzi mwedzi yaGalilei: anoratidza kufanana nemapuraneti epasi, akadai sokuputika kwemakomo nokupisa kwomukati. Ganymedes, satiraiti huru zvikurusa muSystem yeZuva, yakakura zvikuru kupfuura Mercury; Callisto inodokuva yakakura zvakaenzana.",dolly,monolingual,shona
2037,"Chii chakanga chiri ngarava yehondo yeBismarck?
Context:Bismarck aiva wokutanga maviri Bismarck-kirasi dzehondo yakavakwa nokuda Kriegsmarine Nazi Germany. Yakapiwa zita raChancellor Otto von Bismarck, ngarava yacho yakaiswa paBlohm & Voss shipyard muHamburg muna July 1936 uye yakatangwa muna February 1939. Basa racho rakapedzwa muna August 1940, apo rakapiwa basa muzvikepe zveGermany. Bismarck nechikepe chake chehanzvadzi Tirpitz ndidzo dzaiva ngarava dzehondo dzakakura kupfuura dzose dzakambovakwa neGermany, uye mbiri dzezvakakura kupfuura dzose dzakavakwa nenyika ipi neipi yokuEurope.  Mukati memwedzi misere yebasa rengarava yehondo, Bismarck yakaita basa rimwe chete rekurwisa rakagara mazuva masere muna Chivabvu 1941, zita rekuti Rheinübung. Ngarava yacho, pamwe chete nengarava inorema yainzi Prinz Eugen, yaifanira kupinda muAtlantic Ocean ndokupamba ngarava dzeAllied dzaibva kuNorth America dzichienda kuGreat Britain. Ngarava mbiri idzi dzakaonekwa kanoverengeka pedyo neScandinavia, uye zvikwata zvengarava zveBritain zvakaendeswa kunodzivisa nzira yadzo. Muhondo yeDenmark Strait, ngarava yehondo HMS Hood yakatanga kurwisa Prinz Eugen, zvimwe nekukanganisa, nepo HMS Prince of Wales yakarwisa Bismarck. Muhondo yakatevera Hood yakaparadzwa nemoto wakabatanidzwa weBismarck naPrinz Eugen, uyo akabva akanganisa Prince weWales ndokumanikidza kudzoka kwake. Bismarck yakakuvadzwa zvakakwana nekurohwa katatu naMuchinda weWales kumanikidza kupera kwebasa rokupamba.  Kuparadzwa kweHood kwakakonzera kuti Royal Navy itange kumutsvaka isingaregi ichishandisa ngarava dzehondo dzakawanda. Mazuva maviri gare gare, achienda kuFrance kuti agadzirise, Bismarck akarwiswa ne15 Fairey Swordfish torpedo mabhomba kubva kune anotakura ndege HMS Ark Royal; mumwe akarova iyo yakaita kuti ngarava yehondo isashande. Muhondo yake yokupedzisira mangwanani akatevera, Bismarck akanga atova akaremara akarwiswa nengarava mbiri dzehondo dzeBritain nengarava mbiri dzinorema, uye akakuvadzwa zvakakomba uye kurasikirwa kukuru noupenyu. Ngarava yacho yakanyudzwa kudzivirira kuti isatakwe nemaBritish, uye kubvumira ngarava kuti isiyiwe kuitira kuti isanyanya kurasikirwa. Nyanzvi zhinji dzinobvumirana kuti kukuvadzwa muhondo kungadai kwakakonzera kuti igume yanyura.  Matongo acho akawanikwa muna June 1989 naRobert Ballard, uye kubvira ipapo akaongororwazve nedzimwe nzendo dzinoverengeka.",dolly,monolingual,shona
2038,Dutu rinogadzirwa sei?,dolly,monolingual,shona
2039,"Fungidzira kuti uri amai. Nyora rwiyo rwekutaura kuti unyengetedze mwanakomana wako muduku, uyo asingadi kurega kutamba, kuti aende kuchikoro.",dolly,monolingual,shona
2040,Ndinyorere email yekusuma kune gweta kuti andimiririre mudare nokuda kwetikiti dzvuku dzisina kukodzera,dolly,monolingual,shona
